Estado,Municipio,Parroquia,Maduro,Falcon,Bertucci,Quijada,Valid,Invalid,Total
Anzoategui,Guanipa,San Jose de Guanipa,16558,9772,2454,100,28884,483,29367
Anzoategui,Guanta,Chorreron,3875,1569,625,21,6090,134,6224
Anzoategui,Guanta,Guanta,5317,2085,1058,28,8488,212,8700
Anzoategui,Independencia,Mamo,2840,380,518,2,3740,32,3772
Anzoategui,Independencia,Soledad,6389,876,3541,24,10830,99,10929
Anzoategui,Diego Bautista,El Morro,378,280,130,8,796,42,838
Anzoategui,Diego Bautista,Lecherias,2158,1476,498,35,4167,157,4324
Anzoategui,Libertad,El Carito,618,284,47,0,949,4,953
Anzoategui,Libertad,San Mateo,2759,1579,460,6,4804,40,4844
Anzoategui,Libertad,Santa Ines,1128,298,187,0,1613,9,1622
Anzoategui,Mc Gregor,El Chaparro,2562,585,320,0,3467,26,3493
Anzoategui,Mc Gregor,Tomas Alfaro Calatrava,678,154,41,1,874,2,876
Anzoategui,Miranda,Atapirire,1394,437,95,4,1930,19,1949
Anzoategui,Miranda,Boca del Pao,1090,103,58,0,1251,8,1259
Anzoategui,Miranda,El Pao,1114,386,142,1,1643,8,1651
Anzoategui,Miranda,Pariaguan,8660,5364,1582,21,15627,252,15879
Anzoategui,Monagas,Mapire,941,668,226,2,1837,21,1858
Anzoategui,Monagas,Piar,333,181,94,0,608,4,612
Anzoategui,Monagas,Santa Clara,845,324,146,3,1318,22,1340
Anzoategui,Monagas,San Diego de Cabrutica,1291,649,250,5,2195,50,2245
Anzoategui,Monagas,Uverito,591,421,52,0,1064,5,1069
Anzoategui,Monagas,Zuata,1044,236,98,4,1382,11,1393
Anzoategui,Peñalver,Puerto Piritu,5740,2479,1331,40,9590,215,9805
Anzoategui,Peñalver,San Miguel,1217,416,120,2,1755,8,1763
Anzoategui,Peñalver,Sucre,1011,290,116,5,1422,15,1437
Anzoategui,Piritu,Piritu,6804,2900,1547,24,11275,157,11432
Anzoategui,Piritu,San Francisco,313,42,181,0,536,1,537
Anzoategui,Santa Ana,Pueblo Nuevo,468,74,122,2,666,7,673
Anzoategui,Santa Ana,Santa Ana,2413,1158,689,11,4271,68,4339
Anzoategui,Simon Rodriguez,El Tigre,31565,16118,4864,178,52725,1108,53833
Anzoategui,San Juan Capistrano,Boca de Chavez,344,68,159,2,573,16,589
Anzoategui,San Juan Capistrano,Boca de Uchire,2721,472,832,9,4034,80,4114
Anzoategui,Sotillo,Pozuelos,37892,14691,8391,165,61139,1062,62201
Anzoategui,Sotillo,Puerto la Cruz,14266,6362,2749,82,23459,534,23993
Apure,Achaguas,Achaguas,11340,1391,1025,19,13775,164,13939
Apure,Achaguas,Apurito,1704,122,199,2,2027,15,2042
Apure,Achaguas,El Yagual,1732,139,154,0,2025,16,2041
Apure,Achaguas,Guachara,1890,188,63,0,2141,4,2145
Apure,Achaguas,Mucuritas,1930,69,220,2,2221,15,2236
Apure,Achaguas,Queseras del Medio,1768,200,51,2,2021,8,2029
Apure,Biruaca,Biruaca,16611,4318,3428,64,24421,429,24850
Apure,Muñoz,Bruzual,2239,448,59,3,2749,19,2768
Apure,Muñoz,Mantecal,5516,691,349,9,6565,83,6648
Apure,Muñoz,Quintero,335,180,78,0,593,3,596
Apure,Muñoz,Rincon Hondo,1908,249,191,0,2348,8,2356
Apure,Muñoz,San Vicente,702,252,34,1,989,1,990
Apure,Paez,Aramendi,625,365,121,1,1112,4,1116
Apure,Paez,El Amparo,1455,904,394,11,2764,57,2821
Apure,Paez,Guasdualito,9183,6290,2098,59,17630,457,18087
Apure,Paez,San Camilo,2640,1386,751,9,4786,53,4839
Apure,Paez,Urdaneta,2250,969,367,20,3606,40,3646
Apure,Pedro Camejo,Codazzi,1110,304,122,1,1537,12,1549
Apure,Pedro Camejo,Cunaviche,3898,734,776,8,5416,33,5449
Apure,Pedro Camejo,San Juan de Payara,3180,420,468,4,4072,28,4100
Apure,Romulo Gallegos,Elorza,5944,1420,558,10,7932,90,8022
Apure,Romulo Gallegos,La Trinidad,1135,380,58,4,1577,13,1590
Apure,San Fernando,El Recreo,9380,1856,1772,26,13034,204,13238
Apure,San Fernando,Peñalver,2818,458,170,3,3449,18,3467
Apure,San Fernando,San Fernando,34895,9776,8209,161,53041,1141,54182
Apure,San Fernando,San Rafael de Atamaica,1661,439,232,2,2334,13,2347
Aragua,Bolivar,San Mateo,13733,3360,1316,129,18538,429,18967
Aragua,Camatagua,Camatagua,4861,1035,305,17,6218,162,6380
Aragua,Camatagua,Carmen de Cura,1697,455,135,14,2301,55,2356
Aragua,Francisco Linares,Francisco de Miranda,6029,1873,779,66,8747,236,8983
Aragua,Francisco Linares,Mons Feliciano G,3958,785,426,29,5198,139,5337
Aragua,Francisco Linares,Santa Rita,25446,6416,3103,212,35177,720,35897
Aragua,Girardot,Andres Eloy Blanco,10244,3762,1271,129,15406,346,15752
Aragua,Girardot,Choroni,1756,595,110,14,2475,29,2504
Aragua,Girardot,Joaquin Crespo,12264,3978,1326,147,17715,440,18155
Aragua,Girardot,Jose Casanova Godoy,13601,4372,1729,135,19837,619,20456
Aragua,Girardot,Las Delicias,10517,2937,941,98,14493,372,14865
Aragua,Girardot,Los Tacariguas,20628,5336,2455,186,28605,789,29394
Aragua,Girardot,Madre Ma de San Jose,9529,3527,1064,127,14247,464,14711
Aragua,Girardot,Pedro Jose Ovalles,15925,4448,2119,132,22624,444,23068
Aragua,Jose Angel Lamas,Santa Cruz,8078,3110,969,73,12230,391,12621
Aragua,Jose Felix Ribas,Castor Nieves Rios,11282,4147,1394,138,16961,387,17348
Aragua,Jose Felix Ribas,Juan Vicente Bolivar,15391,4264,2009,151,21815,346,22161
Aragua,Jose Felix Ribas,Las Guacamayas,2203,861,305,17,3386,71,3457
Aragua,Jose Felix Ribas,Pao de Zarate,1541,251,72,8,1872,10,1882
Aragua,Jose Felix Ribas,Zuata,9811,1982,1134,60,12987,205,13192
Aragua,Jose R Revenga,El Consejo,15634,3519,1653,121,20927,286,21213
Aragua,Libertador,Palo Negro,9073,2933,1247,71,13324,402,13726
Aragua,Libertador,San Martin de Porres,16602,4203,2185,141,23131,497,23628
Aragua,Mario B Iragorry,Caña de Azucar,19356,5867,2347,202,27772,786,28558
Aragua,Mario B Iragorry,El Limon,7429,2671,746,101,10947,356,11303
Aragua,Ocumare de la Costa,Ocumare de la Costa,4282,1022,236,30,5570,120,5690
Aragua,San Casimiro,Guiripa,855,219,59,3,1136,17,1153
Aragua,San Casimiro,Ollas de Caramacate,514,79,22,1,616,3,619
Aragua,San Casimiro,San Casimiro,7824,1759,594,31,10208,255,10463
Aragua,San Casimiro,Valle Morin,475,153,15,3,646,11,657
Aragua,San Sebastian,San Sebastian,8119,1869,614,40,10642,147,10789
Aragua,Santiago Mariño,Alfredo Pacheco M,5486,1489,658,39,7672,132,7804
Aragua,Santiago Mariño,Arevalo Aponte,11633,2479,1147,91,15350,226,15576
Aragua,Santiago Mariño,Chuao,578,176,21,2,777,4,781
Aragua,Santiago Mariño,Saman de Guere,18130,6328,2601,183,27242,551,27793
Aragua,Santiago Mariño,Turmero,9603,3617,1360,95,14675,337,15012
Aragua,Santos Michelena,Las Tejerias,11722,2059,1064,55,14900,266,15166
Aragua,Santos Michelena,Tiara,1485,472,232,13,2202,20,2222
Aragua,Sucre,Belle Vista,2722,828,288,29,3867,66,3933
Aragua,Sucre,Cagua,24279,7136,3015,261,34691,669,35360
Aragua,Tovar,Colonia Tovar,4510,1000,696,37,6243,91,6334
Aragua,Urdaneta,Barbacoas,4613,717,472,16,5818,131,5949
Aragua,Urdaneta,Las Peñitas,808,178,209,7,1202,11,1213
Aragua,Urdaneta,San Francisco de Cara,1055,273,118,7,1453,30,1483
Aragua,Urdaneta,Taguay,1938,287,194,5,2424,35,2459
Aragua,Zamora,Magdaleno,6070,1280,659,43,8052,98,8150
Aragua,Zamora,PQ Augusto Mijares,2584,459,142,20,3205,47,3252
Aragua,Zamora,San Francisco de Asis,6358,1991,490,56,8895,156,9051
Aragua,Zamora,Valles de Tucutunemo,3663,571,506,21,4761,71,4832
Aragua,Zamora,Villa de Cura,24545,6141,2872,199,33757,596,34353
Barinas,A Jose de Sucre,Andres Bello,1018,338,75,2,1433,18,1451
Barinas,A Jose de Sucre,Nicolas Pulido,1433,490,96,4,2023,8,2031
Barinas,A Jose de Sucre,Ticoporo,7487,3739,998,23,12247,200,12447
Barinas,Alberto Arvelo T,Rodriguez Dominguez,2262,903,542,4,3711,45,3756
Barinas,Alberto Arvelo T,Sabaneta,10059,2662,1570,10,14301,165,14466
Barinas,Andreas E Blanco,El Canton,1165,1006,429,1,2601,20,2621
Barinas,Andreas E Blanco,Puerto Vivas,558,391,103,1,1053,18,1071
Barinas,Andreas E Blanco,Santa Cruz de Guacas,711,695,131,2,1539,19,1558
Barinas,Arismendi,Arismendi,2140,497,360,2,2999,26,3025
Barinas,Arismendi,Guadarrama,600,106,56,0,762,5,767
Barinas,Arismendi,La Union,962,261,222,0,1445,4,1449
Barinas,Arismendi,San Antonio,850,218,135,0,1203,12,1215
Barinas,Barinas,Alfredo A Larriva,1833,795,207,4,2839,29,2868
Barinas,Barinas,Alto Barinas,10019,5121,2163,47,17350,384,17734
Barinas,Barinas,Barinas,2024,1475,297,8,3804,111,3915
Barinas,Barinas,Corazon de Jesus,10479,5681,2285,30,18475,261,18736
Barinas,Barinas,Domingo Ortiz P,1383,1027,179,5,2594,23,2617
Barinas,Barinas,El Carmen,7332,4752,1546,22,13652,262,13914
Barinas,Barinas,Juan A Rodriguez D,643,378,123,1,1145,8,1153
Barinas,Barinas,Manuel P Fajardo,1487,784,417,1,2689,25,2714
Barinas,Barinas,Ramon I Mendez,10995,5246,2833,37,19111,263,19374
Barinas,Barinas,Romulo Betancourt,7553,3953,1335,23,12864,205,13069
Barinas,Barinas,San Silvestre,1729,944,302,1,2976,27,3003
Barinas,Barinas,Santa Ines,668,415,59,0,1142,7,1149
Barinas,Barinas,Santa Lucia,757,759,147,0,1663,2,1665
Barinas,Barinas,Torundo,932,710,205,3,1850,28,1878
Barinas,Bolivar,Altamira,876,403,79,2,1360,18,1378
Barinas,Bolivar,Barnitas,8335,4504,1013,37,13889,318,14207
Barinas,Bolivar,Calderas,1528,933,65,0,2526,32,2558
Barinas,Cruz Paredes,Barrancas,5359,2207,1115,10,8691,126,8817
Barinas,Cruz Paredes,El Socorro,739,493,207,1,1440,14,1454
Barinas,Cruz Paredes,Masparrito,72,40,27,0,139,1,140
Barinas,Ezequiel Zamora,Jose Ignacio Del Pumar,666,126,38,0,830,8,838
Barinas,Ezequiel Zamora,Pedro Briceño Mende,716,298,162,0,1176,16,1192
Barinas,Ezequiel Zamora,Ramon Ignacio Mende,600,216,43,1,860,15,875
Barinas,Ezequiel Zamora,Santa Barbara,7568,3619,1449,18,12654,251,12905
Barinas,Obispos,El Real,938,288,81,0,1307,24,1331
Barinas,Obispos,La Luz,1648,660,202,3,2513,10,2523
Barinas,Obispos,Los Guasimitos,1972,1025,438,7,3442,61,3503
Barinas,Obispos,Obispos,3816,2555,548,5,6924,89,7013
Barinas,Pedraza,Cuidad Bolivia,7065,2827,1279,16,11187,114,11301
Barinas,Pedraza,Ignacio Briceño,258,318,97,0,673,2,675
Barinas,Pedraza,Jose Felix Ribas,1713,765,304,2,2784,17,2801
Barinas,Pedraza,Paez,958,398,420,0,1776,13,1789
Barinas,Rojas,Dolores,1716,896,213,0,2825,42,2867
Barinas,Rojas,Libertad,2598,1460,490,3,4551,71,4622
Barinas,Rojas,Palicios Fajardo,1537,665,160,1,2363,18,2381
Barinas,Rojas,Santa Rosa,2424,1020,420,1,3865,30,3895
Barinas,Rojas,Simon Rodriguez,1262,341,84,3,1690,8,1698
Barinas,Sosa,Ciudad de Nutrias,1602,1013,217,4,2836,46,2882
Barinas,Sosa,El Regalo,486,469,83,0,1038,9,1047
Barinas,Sosa,Puerto de Nutrias,695,254,27,1,977,16,993
Barinas,Sosa,Santa Catalina,287,75,48,0,410,3,413
Barinas,Sosa,Simon Bolivar,2298,1210,337,2,3847,38,3885
Bolivar,Blvno de Angostura,Barceloneta,1572,660,390,18,2640,32,2672
Bolivar,Blvno de Angostura,Ciudad Piar,2855,1108,901,43,4907,108,5015
Bolivar,Blvno de Angostura,San Francisco,1391,392,372,16,2171,15,2186
Bolivar,Blvno de Angostura,Santa Barbara,485,158,307,4,954,5,959
Bolivar,Caroni,5 de Julio,674,64,103,8,849,20,869
Bolivar,Caroni,Cachamay,5960,1961,2257,127,10305,201,10506
Bolivar,Caroni,Chirica,20558,4542,8428,282,33810,289,34099
Bolivar,Caroni,Dalla Costa,17894,3785,7407,266,29352,336,29688
Bolivar,Caroni,Once de Abril,19752,3914,7424,267,31357,358,31715
Bolivar,Caroni,Pozo Verde,4925,756,1631,55,7367,51,7418
Bolivar,Caroni,Simon Bolivar,17658,4765,6234,268,28925,423,29348
Bolivar,Caroni,Unare,24581,6073,11291,412,42357,752,43109
Bolivar,Caroni,Universidad,4346,1620,1863,104,7933,245,8178
Bolivar,Caroni,Vista Al Sol,17943,3501,7223,228,28895,316,29211
Bolivar,Caroni,Yocoima,2659,1068,511,32,4270,32,4302
Bolivar,Cedeño,Alta Gracia,546,68,66,5,685,2,687
Bolivar,Cedeño,Ascension Farreras,1351,454,343,10,2158,27,2185
Bolivar,Cedeño,Caicara de Orinoco,8473,2697,1375,68,12613,181,12794
Bolivar,Cedeño,Guaniamo,283,51,6,1,341,0,341
Bolivar,Cedeño,La Urbana,780,67,32,3,882,3,885
Bolivar,Cedeño,Pijiguaos,2533,349,369,15,3266,70,3336
Bolivar,El Callao,El Callao,2449,620,1646,68,4783,55,4838
Bolivar,Gran Sabana,Ikabaru,146,64,59,7,276,3,279
Bolivar,Gran Sabana,Santa Elena de Uairen,3471,1123,935,74,5603,99,5702
Bolivar,Heres,Agua Salada,10020,2211,6062,186,18479,324,18803
Bolivar,Heres,Catedral,11100,3402,4559,213,19274,388,19662
Bolivar,Heres,Jose Antonio Paez,6253,813,4291,90,11447,129,11576
Bolivar,Heres,La Sabanita,12468,3250,8882,207,24807,321,25128
Bolivar,Heres,Marhuanta,5883,914,2553,88,9438,123,9561
Bolivar,Heres,Orinoco,692,24,180,2,898,6,904
Bolivar,Heres,Panapana,948,158,296,4,1406,20,1426
Bolivar,Heres,Vista Hermosa,8254,2534,3815,138,14741,384,15125
Bolivar,Heres,Zea,419,75,189,6,689,8,697
Bolivar,Padre Pedro Chien,El Palmar,3630,508,765,29,4932,53,4985
Bolivar,Piar,Andres Eloy Blanco,2042,393,1070,22,3527,60,3587
Bolivar,Piar,Pedro Cova,1091,758,374,22,2245,16,2261
Bolivar,Piar,Upata,17439,4707,7350,346,29842,502,30344
Bolivar,Roscio,Guisipati,3579,791,1417,57,5844,103,5947
Bolivar,Roscio,Salom,262,168,103,1,534,6,540
Bolivar,Sifontes,Dalla Costa,1239,251,281,14,1785,21,1806
Bolivar,Sifontes,San Isidro,1520,305,375,26,2226,21,2247
Bolivar,Sifontes,Tumeremo,3664,969,1025,46,5704,109,5813
Bolivar,Sucre,Aripao,535,55,95,2,687,4,691
Bolivar,Sucre,Guarataro,2046,284,548,25,2903,29,2932
Bolivar,Sucre,Las Majadas,130,8,102,2,242,0,242
Bolivar,Sucre,Maripa,1363,248,265,14,1890,49,1939
Bolivar,Sucre,Moitaco,1336,96,636,10,2078,19,2097
Carabobo,Bejuma,Bejuma,7074,1498,562,58,9192,155,9347
Carabobo,Bejuma,Canoabo,1771,851,180,27,2829,57,2886
Carabobo,Bejuma,Simon Bolivar,1785,583,111,15,2494,29,2523
Carabobo,Carlos Arvelo,Belen,5217,672,467,25,6381,55,6436
Carabobo,Carlos Arvelo,Guigue,22498,4404,5202,132,32236,553,32789
Carabobo,Carlos Arvelo,Tacarigua,18791,2724,6091,116,27722,365,28087
Carabobo,Diego Ibarra,Aguas Calientes,15951,2511,3301,81,21844,272,22116
Carabobo,Diego Ibarra,Mariara,12835,2643,3017,98,18593,271,18864
Carabobo,Guacara,Cuidad Alianza,1503,651,490,28,2672,100,2772
Carabobo,Guacara,Guacara,30731,6643,8882,222,46478,833,47311
Carabobo,Guacara,Yagua,4531,1342,1108,42,7023,106,7129
Carabobo,Juan Jose Mora,Moron,17075,5455,2329,138,24997,507,25504
Carabobo,Juan Jose Mora,Urama,2861,812,430,13,4116,49,4165
Carabobo,Libertador,U Independencia,11955,2690,2259,80,16984,232,17216
Carabobo,Libertador,U Tocuyito,29782,6780,9358,260,46180,752,46932
Carabobo,Los Guayos,U Los Guayos,32026,6977,14594,235,53832,978,54810
Carabobo,Miranda,Miranda,8105,2897,532,35,11569,249,11818
Carabobo,Montalban,Montalban,6637,1569,314,49,8569,124,8693
Carabobo,Naguanagua,Naguanagua,21619,6148,4834,250,32851,806,33657
Carabobo,Puerto Cabello,Bartolome Salom,8936,3325,1478,115,13854,263,14117
Carabobo,Puerto Cabello,Borburata,2400,667,302,28,3397,165,3562
Carabobo,Puerto Cabello,Democracia,4874,1790,590,39,7293,113,7406
Carabobo,Puerto Cabello,Fraternidad,2098,853,298,34,3283,86,3369
Carabobo,Puerto Cabello,Goaigoaza,10611,4192,1724,108,16635,250,16885
Carabobo,Puerto Cabello,Juan Jose Flores,14491,5789,2224,166,22670,503,23173
Carabobo,Puerto Cabello,Patanemo,1014,622,103,13,1752,19,1771
Carabobo,Puerto Cabello,Union,1227,417,105,20,1769,49,1818
Carabobo,San Diego,Urb San Diego,8757,3234,3567,125,15683,455,16138
Carabobo,San Joaquin,San Joaquin,13955,2686,2757,86,19484,364,19848
Carabobo,Valencia,Canelaria,6064,1732,1705,56,9557,243,9800
Carabobo,Valencia,Catedral,823,201,182,4,1210,35,1245
Carabobo,Valencia,El Socorro,769,277,230,8,1284,38,1322
Carabobo,Valencia,Miguel Peña,78561,14539,28563,596,122259,1389,123648
Carabobo,Valencia,Negro Primero,3835,497,238,18,4588,20,4608
Carabobo,Valencia,Rafael Urdaneta,38211,8077,13147,283,59718,1082,60800
Carabobo,Valencia,San Blas,3959,1205,1051,55,6270,151,6421
Carabobo,Valencia,San Jose,5311,2740,1568,99,9718,441,10159
Carabobo,Valencia,Santa Rosa,16866,3486,6661,115,27128,512,27640
Cojedes,Anzoatehui,Cojedes,2706,711,199,6,3622,60,3682
Cojedes,Anzoatehui,Juan de Mata Suarez,3274,1315,290,8,4887,86,4973
Cojedes,Autonomo Tinaquillo,Tinaquillo,28054,10729,3330,125,42238,1236,43474
Cojedes,Ezequiel Zamora,Juan Angel Bravo,466,168,34,2,670,6,676
Cojedes,Ezequiel Zamora,Manuel Manrique,1421,477,99,4,2001,60,2061
Cojedes,Ezequiel Zamora,San Carlos de Austria,28590,13216,3942,109,45857,1046,46903
Cojedes,Girardot,El Baul,3526,836,293,8,4663,59,4722
Cojedes,Girardot,Sucre,848,175,84,2,1109,17,1126
Cojedes,Lima Blanco,La Aguadita,1450,659,95,3,2207,72,2279
Cojedes,Lima Blanco,Macapo,2316,1338,150,10,3814,105,3919
Cojedes,Pao S J Bautista,El Pao,6983,1750,468,11,9212,160,9372
Cojedes,Ricuarte,El Amparo,846,189,94,3,1132,8,1140
Cojedes,Ricuarte,Libertad de Cojedes,5705,980,403,12,7100,81,7181
Cojedes,Romulo Gallegos,Romulo Gallegos,6865,2323,802,20,10010,171,10181
Cojedes,Tinaco,Grljefe Jose L Silva,10797,4221,1115,35,16168,419,16587
Delta Amac,Antonio Diaz,Almirante Luis Brion,720,46,92,0,858,2,860
Delta Amac,Antonio Diaz,Aniceto Lugo,536,3,21,2,562,0,562
Delta Amac,Antonio Diaz,Curiapo,2541,39,26,1,2607,4,2611
Delta Amac,Antonio Diaz,Manuel Renaud,2445,33,45,1,2524,0,2524
Delta Amac,Antonio Diaz,Padre Barral,2899,2,35,0,2936,1,2937
Delta Amac,Antonio Diaz,Santos de Abelgas,834,5,5,0,844,2,846
Delta Amac,Casacoima,Imataca,1584,360,315,18,2277,49,2326
Delta Amac,Casacoima,Juan Bautista Arismen,1654,129,171,12,1966,33,1999
Delta Amac,Casacoima,Manuel Piar,5133,561,1099,66,6859,93,6952
Delta Amac,Casacoima,Romulo Gallegos,730,203,117,8,1058,23,1081
Delta Amac,Pedernales,Luis B Prieto F,1743,32,27,1,1803,5,1808
Delta Amac,Pedernales,Pedernales,2403,20,18,1,2442,2,2444
Delta Amac,Tucupita,Jose Vidal Marcano,4346,2134,1407,31,7918,152,8070
Delta Amac,Tucupita,Juan Millan,3692,867,574,15,5148,42,5190
Delta Amac,Tucupita,Leonardo Ruiz Pineda,3762,1791,1259,38,6850,202,7052
Delta Amac,Tucupita,Mcl Antonio J de Sucre,2797,1350,881,31,5059,93,5152
Delta Amac,Tucupita,Mons Argimiro Garcia,3749,2290,1286,62,7387,214,7601
Delta Amac,Tucupita,San Jose,1636,1117,651,19,3423,113,3536
Delta Amac,Tucupita,San Rafael,4050,1535,1054,38,6677,128,6805
Delta Amac,Tucupita,Virgen del Valle,2375,839,448,19,3681,39,3720
Distrito Capital,Bolivariano Libertador,23 de Enero,28082,7244,2595,302,38223,1566,39789
Distrito Capital,Bolivariano Libertador,Altagracia,9455,3210,1147,130,13942,619,14561
Distrito Capital,Bolivariano Libertador,Antimano,42599,9842,4697,184,57322,184,57506
Distrito Capital,Bolivariano Libertador,Candelaria,8189,3501,1087,143,12920,693,13613
Distrito Capital,Bolivariano Libertador,Caricuao,31842,10537,4919,389,47687,1648,49335
Distrito Capital,Bolivariano Libertador,Catedral,6969,1211,588,39,8807,380,9187
Distrito Capital,Bolivariano Libertador,Coche,20060,4135,2116,115,26426,932,27358
Distrito Capital,Bolivariano Libertador,El Junquito,12385,4531,2073,99,19088,722,19810
Distrito Capital,Bolivariano Libertador,El Paraiso,20223,6588,2563,249,29623,1198,30821
Distrito Capital,Bolivariano Libertador,El Recreo,19579,5954,2042,186,27761,1140,28901
Distrito Capital,Bolivariano Libertador,El Valle,46435,10579,5658,359,63031,2633,65664
Distrito Capital,Bolivariano Libertador,La Pastora,20897,6463,2332,225,29917,1160,31077
Distrito Capital,Bolivariano Libertador,La Vega,34322,8224,4323,233,47102,1487,48589
Distrito Capital,Bolivariano Libertador,Macarao,21168,4864,2751,110,28893,1168,30061
Distrito Capital,Bolivariano Libertador,San Agustin,14434,2833,1469,88,18824,688,19512
Distrito Capital,Bolivariano Libertador,San Bernardino,4887,1602,555,70,7114,265,7379
Distrito Capital,Bolivariano Libertador,San Jose,8709,2973,1048,92,12822,560,13382
