Estado,Municipio,Parroquia,Chavez,Radonski,Sequera,Bolivar,Reyes,Chirino,Valid,Invalid,Total
Distrito Capital,Blvno Libertador,23 De Enero,38663,19220,241,70,51,23,58268,1271,59539
Distrito Capital,Blvno Libertador,Altagracia,12975,14754,133,22,11,5,27900,440,28340
Distrito Capital,Blvno Libertador,Antimano,56372,18241,320,57,51,28,75069,1618,76687
Distrito Capital,Blvno Libertador,Candelaria,12527,25314,120,48,23,12,38044,731,38775
Distrito Capital,Blvno Libertador,Caricuao,45583,41268,379,98,64,27,87419,1653,89072
Distrito Capital,Blvno Libertador,Catedral,8403,3802,55,6,7,6,12279,323,12602
Distrito Capital,Blvno Libertador,Coche,25357,16574,162,39,25,16,42173,764,42937
Distrito Capital,Blvno Libertador,El Junquito,18317,15069,167,32,21,19,33625,685,34310
Distrito Capital,Blvno Libertador,El Paraiso,26591,44786,269,60,28,22,71756,1074,72830
Distrito Capital,Blvno Libertador,El Recreo,24965,44791,224,70,24,22,70096,1005,71101
Distrito Capital,Blvno Libertador,El Valle,55677,34497,361,81,62,22,90700,2274,92974
Distrito Capital,Blvno Libertador,La Pastora,29109,26166,254,67,39,15,55650,975,56625
Distrito Capital,Blvno Libertador,La Vega,44943,32020,342,70,44,25,77444,1461,78905
Distrito Capital,Blvno Libertador,Macarao,26970,10221,155,37,33,21,37437,905,38342
Distrito Capital,Blvno Libertador,San Agustin,16028,9478,88,17,13,10,25634,499,26133
Distrito Capital,Blvno Libertador,San Bernardino,6273,13012,66,16,5,5,19377,255,19632
Distrito Capital,Blvno Libertador,San Jose,11442,14259,114,31,16,1,25863,532,26395
Distrito Capital,Blvno Libertador,San Juan,32389,28535,278,66,47,21,61336,1211,62547
Distrito Capital,Blvno Libertador,San Pedro,11964,33335,103,46,23,23,45494,519,46013
Distrito Capital,Blvno Libertador,Santa Rosalia,36481,29515,260,52,44,18,66370,1420,67790
Distrito Capital,Blvno Libertador,Santa Teresa,6498,9262,71,17,8,7,15863,276,16139
Distrito Capital,Blvno Libertador,Sucre,147635,80193,1162,251,157,92,229490,5346,234836
Falcon,Acosta,Capadare,2357,1253,11,0,1,1,3623,71,3694
Falcon,Acosta,La Pastora,1342,476,11,1,2,2,1834,31,1865
Falcon,Acosta,Libertador,285,264,2,0,0,0,551,19,570
Falcon,Acosta,San Juan De Los Cayos,2523,2232,22,1,2,1,4781,109,4890
Falcon,Bolivar,Aracua,1152,425,6,0,0,1,1584,29,1613
Falcon,Bolivar,La Pena,949,275,6,1,1,0,1232,29,1261
Falcon,Bolivar,San Luis,2024,941,22,4,3,0,2994,62,3056
Falcon,Buchivacoa,Bariro,793,832,8,0,2,0,1635,47,1682
Falcon,Buchivacoa,Borojo,731,592,6,0,0,0,1329,15,1344
Falcon,Buchivacoa,Capatarida,2872,2019,28,3,0,0,4922,100,5022
Falcon,Buchivacoa,Guajiro,714,527,7,3,1,0,1252,22,1274
Falcon,Buchivacoa,Seque,964,583,8,1,1,1,1558,33,1591
Falcon,Buchivacoa,Zazarida,2533,599,17,1,2,0,3152,58,3210
Falcon,Cacique Manaure,Yaracal,3577,2464,30,1,2,0,6074,244,6318
Falcon,Carirubana,Carirubana,31146,23823,296,28,22,23,55338,1124,56462
Falcon,Carirubana,Norte,17430,10031,158,8,10,3,27640,476,28116
Falcon,Carirubana,Punta Cardon,21325,15916,192,27,27,2,37489,769,38258
Falcon,Carirubana,Santa Ana,6531,2442,58,3,3,0,9037,189,9226
Falcon,Colina,Acurigua,680,382,3,0,1,0,1066,23,1089
Falcon,Colina,Guaibacoa,274,215,2,0,0,0,491,7,498
Falcon,Colina,La Vela De Coro,9409,6042,88,2,3,1,15545,288,15833
Falcon,Colina,Las Calderas,1586,1592,23,2,1,1,3205,40,3245
Falcon,Colina,Macoruca,609,197,5,0,0,0,811,19,830
Falcon,Dabajuro,Dabajuro,6430,4781,60,3,4,1,11279,258,11537
Falcon,Democracia,Agua Clara,112,97,2,0,0,0,211,3,214
Falcon,Democracia,Avaria,415,142,10,0,0,0,567,8,575
Falcon,Democracia,Pedregal,2686,1405,23,1,1,2,4118,76,4194
Falcon,Democracia,Piedra Grande,400,171,5,0,0,0,576,7,583
Falcon,Democracia,Purureche,655,263,5,0,0,0,923,11,934
Falcon,Falcon,Adaure,811,461,9,0,0,1,1282,25,1307
Falcon,Falcon,Adicora,2214,1197,20,1,1,1,3434,78,3512
Falcon,Falcon,Baraived,1506,805,17,1,2,0,2331,41,2372
Falcon,Falcon,Buena Vista,1816,1121,14,2,0,0,2953,53,3006
Falcon,Falcon,El Hato,948,343,3,0,1,0,1295,11,1306
Falcon,Falcon,El Vinculo,1230,718,7,0,4,1,1960,55,2015
Falcon,Falcon,Jadacaquiva,1551,1008,13,1,1,3,2577,43,2620
Falcon,Falcon,Moruy,2975,1368,23,1,3,1,4371,107,4478
Falcon,Falcon,Pueblo Nuevo,5931,3557,61,1,4,2,9556,174,9730
Falcon,Federacion,Agua Larga,1277,375,12,0,0,1,1665,28,1693
Falcon,Federacion,Churuguara,4318,3809,39,4,7,6,8183,185,8368
Falcon,Federacion,El Pauji,1375,368,7,0,2,0,1752,44,1796
Falcon,Federacion,Independencia,366,185,5,0,1,0,557,9,566
Falcon,Federacion,Maparari,2320,1018,17,0,5,1,3361,118,3479
Falcon,Jacura,Agua Linda,698,177,5,0,0,0,880,29,909
Falcon,Jacura,Araurima,1274,629,10,1,0,0,1914,38,1952
Falcon,Jacura,Jacura,2206,1006,25,2,1,1,3241,54,3295
Falcon,Los Taques,Judibana,7905,5736,67,7,2,3,13720,254,13974
Falcon,Los Taques,Los Taques,8452,4530,79,2,4,3,13070,324,13394
Falcon,Mauroa,Casigua,2463,1007,11,0,0,3,3484,98,3582
Falcon,Mauroa,Mene De Mauroa,5079,3663,52,1,9,4,8808,247,9055
Falcon,Mauroa,San Felix,640,408,12,0,0,1,1061,9,1070
Falcon,Miranda,Guzman Guillermo,2633,935,28,2,3,3,3604,77,3681
Falcon,Miranda,Mitare,564,399,6,0,1,0,970,17,987
Falcon,Miranda,Rio Seco,1244,406,11,0,1,2,1664,37,1701
Falcon,Miranda,Sabaneta,1714,804,9,1,2,0,2530,53,2583
Falcon,Miranda,San Antonio,32734,22880,367,27,37,27,56072,1227,57299
Falcon,Miranda,San Gabriel,13116,17815,170,12,9,9,31131,599,31730
Falcon,Miranda,Santa Ana,6609,6907,91,5,8,3,13623,303,13926
Falcon,Mons Iturriza,Boca De Tocuyo,611,505,5,0,0,0,1121,18,1139
Falcon,Mons Iturriza,Chichiriviche,2141,2524,24,0,1,3,4693,129,4822
Falcon,Mons Iturriza,Tocuyo De La Costa,3269,1606,15,0,1,0,4891,114,5005
Falcon,Palma Sola,Palma Sola,2482,488,14,1,2,1,2988,46,3034
Falcon,Petit,Cabure,3049,1212,27,1,4,1,4294,85,4379
Falcon,Petit,Colina,1382,276,5,0,2,0,1665,41,1706
Falcon,Petit,Curimagua,1429,474,7,1,1,0,1912,59,1971
Falcon,Piritu,Piritu,3487,1134,38,0,3,2,4664,126,4790
Falcon,Piritu,San Jose De La Costa,1435,458,9,2,3,0,1907,50,1957
Falcon,San Francisco,Mirimire,4603,2203,26,2,2,3,6839,122,6961
Falcon,Silva,Boca De Aroa,2163,1184,16,0,3,2,3368,135,3503
Falcon,Silva,Tucacas,5589,5428,71,3,10,2,11103,323,11426
Falcon,Sucre,Pecaya,1008,211,2,0,1,0,1222,8,1230
Falcon,Sucre,Sucre,2328,901,16,0,2,1,3248,38,3286
Falcon,Tocopero,Tocopero,3433,1145,16,0,0,1,4595,128,4723
Falcon,Union,El Charal,1857,567,22,1,3,0,2450,29,2479
Falcon,Union,Las Vegas Del Tuy,1225,324,6,0,1,0,1556,33,1589
Falcon,Union,Sta Cruz De Bucaral,2597,1760,23,0,3,1,4384,83,4467
Falcon,Urumaco,Bruzual,1163,502,6,0,1,0,1672,16,1688
Falcon,Urumaco,Urumaco,2336,1446,11,0,0,1,3794,90,3884
Falcon,Zamora,La Cienaga,509,405,2,0,0,0,916,16,932
Falcon,Zamora,La Soledad,813,316,5,2,0,0,1136,24,1160
Falcon,Zamora,Pueblo Cumarebo,1099,389,8,0,0,1,1497,12,1509
Falcon,Zamora,Puerto Cumarebo,7794,5478,97,5,3,5,13382,211,13593
Falcon,Zamora,Zazarida,627,67,0,0,0,1,695,7,702
Guarico,Camaguan,Camaguan,5291,3057,51,0,7,3,8409,210,8619
Guarico,Camaguan,Puerto Miranda,1315,597,9,0,1,1,1923,57,1980
Guarico,Camaguan,Uverito,780,296,11,1,3,0,1091,28,1119
Guarico,Chaguaramas,Chaguaramas,4970,2647,34,2,6,2,7661,223,7884
Guarico,El Socorro,El Socorro,7105,3071,50,4,6,1,10237,217,10454
Guarico,Infante,Espino,2219,538,15,0,4,1,2777,38,2815
Guarico,Infante,Valle De La Pascua,35460,25861,344,35,30,17,61747,994,62741
Guarico,Las Mercedes,Cabruta,3865,822,25,0,4,3,4719,98,4817
Guarico,Las Mercedes,Las Mercedes,6214,3358,51,0,8,0,9631,334,9965
Guarico,Las Mercedes,Sta Rita De Manapire,910,188,2,0,0,1,1101,20,1121
Guarico,Mellado,El Sombrero,9507,4197,72,5,9,3,13793,269,14062
Guarico,Mellado,Sosa,598,348,3,0,0,0,949,13,962
Guarico,Miranda,Calabozo,42588,19315,399,30,35,30,62397,1147,63544
Guarico,Miranda,El Calvario,577,233,3,0,1,0,814,30,844
Guarico,Miranda,El Rastro,1141,483,11,0,0,1,1636,52,1688
Guarico,Miranda,Guardatinajas,1826,630,8,0,0,3,2467,42,2509
Guarico,Monagas,Altagracia De Orituco,19212,9391,175,11,21,8,28818,626,29444
Guarico,Monagas,Lezama,1647,830,16,1,2,1,2497,59,2556
Guarico,Monagas,Libertad De Orituco,375,104,1,0,0,0,480,11,491
Guarico,Monagas,Paso Real De Macaira,1743,707,15,0,3,1,2469,48,2517
Guarico,Monagas,San Fco De Macaira,1189,311,3,0,2,0,1505,21,1526
Guarico,Monagas,San Rafael De Orituco,1886,702,11,1,0,0,2600,76,2676
Guarico,Monagas,Soublette,1132,485,7,0,0,1,1625,21,1646
Guarico,Ortiz,Ortiz,3588,1931,47,1,7,0,5574,97,5671
Guarico,Ortiz,S Lorenzo De Tiznados,1152,279,3,0,0,0,1434,17,1451
Guarico,Ortiz,San Fco De Tiznados,1430,305,8,0,1,1,1745,42,1787
Guarico,Ortiz,San Jose De Tiznados,1702,616,9,1,1,0,2329,55,2384
Guarico,Ribas,San Rafael De Laya,1352,519,4,0,0,1,1876,30,1906
Guarico,Ribas,Tucupido,11941,7323,108,8,15,5,19400,352,19752
Guarico,Roscio,Cantagallo,1011,414,7,0,0,0,1432,12,1444
Guarico,Roscio,Parapara,1505,540,6,0,2,1,2054,21,2075
Guarico,Roscio,San Juan De Los Morros,37775,28387,375,33,24,17,66611,1237,67848
Guarico,S Jose De Guaribe,San Jose De Guaribe,4240,1981,40,1,2,1,6265,146,6411
Guarico,S Maria De Ipire,Altamira,555,56,1,0,3,0,615,15,630
Guarico,S Maria De Ipire,Santa Maria De Ipire,4897,2104,52,2,12,5,7072,142,7214
Guarico,San Geronimo De G,Cazorla,1875,981,10,0,1,0,2867,40,2907
Guarico,San Geronimo De G,Guayabal,4814,2051,41,0,6,0,6912,130,7042
Guarico,Zaraza,San Jose De Unare,1137,473,10,0,1,1,1622,52,1674
Guarico,Zaraza,Zaraza,18514,9320,189,10,26,16,28075,482,28557
Lara,Andres E Blanco,Pio Tamayo,9905,7055,100,8,7,8,17083,312,17395
Lara,Andres E Blanco,Qbda Honda De Guache,2871,298,7,2,4,2,3184,24,3208
Lara,Andres E Blanco,Yacambu,3089,1039,23,2,7,4,4164,88,4252
Lara,Crespo,Freitez,8824,8566,102,14,18,9,17533,424,17957
Lara,Crespo,Jose Maria Blanco,5290,3768,61,4,18,1,9142,272,9414
Lara,Iribarren,Aguedo F Alvarado,6967,4274,81,3,18,5,11348,225,11573
Lara,Iribarren,Buena Vista,2986,850,17,2,6,5,3866,58,3924
Lara,Iribarren,Catedral,26849,54732,421,37,53,15,82107,1316,83423
Lara,Iribarren,El Cuji,11873,10453,185,21,24,6,22562,431,22993
Lara,Iribarren,Juan De Villegas,97849,71868,1269,111,159,65,171321,3738,175059
Lara,Iribarren,Juarez,4981,2740,51,7,12,2,7793,203,7996
Lara,Iribarren,La Concepcion,32952,65043,464,68,48,21,98596,1517,100113
Lara,Iribarren,Santa Rosa,15671,32317,217,29,27,14,48275,717,48992
Lara,Iribarren,Tamaca,17367,12048,276,12,39,11,29753,674,30427
Lara,Iribarren,Union,45141,34083,572,52,39,28,79915,1788,81703
Lara,Jimenez,Crnel Mariano Peraza,4532,2906,62,10,9,5,7524,188,7712
Lara,Jimenez,Cuara,1810,850,23,0,3,1,2687,48,2735
Lara,Jimenez,Diego De Lozada,2792,1446,36,0,5,0,4279,114,4393
Lara,Jimenez,Jose Bernardo Dorante,4379,1941,46,3,7,2,6378,163,6541
Lara,Jimenez,Juan B Rodriguez,13000,8500,152,14,13,10,21689,411,22100
Lara,Jimenez,Paraiso De San Jose,759,110,1,0,1,1,872,15,887
Lara,Jimenez,San Miguel,1696,436,21,0,2,1,2156,22,2178
Lara,Jimenez,Tintorero,4454,1990,41,7,8,3,6503,157,6660
Lara,Moran,Anzoategui,2145,786,14,0,3,3,2951,68,3019
Lara,Moran,Bolivar,21573,15111,234,18,28,12,36976,847,37823
Lara,Moran,Guarico,6034,2258,71,3,17,11,8394,168,8562
Lara,Moran,Hilario Luna Y Luna,4200,662,36,1,10,9,4918,99,5017
Lara,Moran,Humocaro Alto,3984,915,31,1,9,2,4942,102,5044
Lara,Moran,Humocaro Bajo,3893,2297,31,1,16,5,6243,166,6409
Lara,Moran,La Candelaria,926,97,1,1,1,0,1026,28,1054
Lara,Moran,Moran,1539,530,13,2,5,0,2089,62,2151
Lara,Palavecino,Agua Viva,4055,3974,46,4,12,2,8093,188,8281
Lara,Palavecino,Cabudare,14259,20397,238,18,22,7,34941,545,35486
Lara,Palavecino,Jose G Bastidas,15268,28906,164,17,27,7,44389,601,44990
Lara,Simon Planas,Buria,3059,1011,27,2,5,2,4106,112,4218
Lara,Simon Planas,Gustavo Vegas Leon,4819,1585,43,1,3,5,6456,128,6584
Lara,Simon Planas,Sarare,6756,2372,43,6,10,7,9194,198,9392
Lara,Torres,Altagracia,545,583,4,2,0,0,1134,17,1151
Lara,Torres,Antonio Diaz,1647,966,12,1,2,0,2628,48,2676
Lara,Torres,Camacaro,3848,1653,15,0,9,1,5526,88,5614
Lara,Torres,Castaneda,1350,713,17,7,1,2,2090,33,2123
Lara,Torres,Cecilio Zubillaga,2777,878,16,1,3,0,3675,74,3749
Lara,Torres,Chiquinquira,1727,1203,10,1,2,0,2943,45,2988
Lara,Torres,El Blanco,2507,1914,24,0,3,4,4452,69,4521
Lara,Torres,Espinoza Los Monteros,2123,1134,16,3,2,1,3279,82,3361
Lara,Torres,Heriberto Arroyo,154,59,0,0,0,2,215,2,217
Lara,Torres,Lara,554,335,4,1,1,0,895,14,909
Lara,Torres,Las Mercedes,2769,1600,20,1,3,4,4397,108,4505
Lara,Torres,Manuel Morillo,1250,571,7,1,0,0,1829,42,1871
Lara,Torres,Monta A Verde,3781,1622,46,4,14,2,5469,97,5566
Lara,Torres,Montes De Oca,1262,861,9,1,3,0,2136,50,2186
Lara,Torres,Reyes Vargas,1249,437,7,0,4,1,1698,32,1730
Lara,Torres,Torres,463,261,4,0,2,0,730,14,744
Lara,Torres,Trinidad Samuel,30218,29652,308,24,32,25,60259,1223,61482
Lara,Urdaneta,Moroturo,8198,2937,72,3,17,6,11233,196,11429
Lara,Urdaneta,San Miguel,4794,2278,44,2,11,2,7131,90,7221
Lara,Urdaneta,Siquisique,8752,4642,66,2,18,5,13485,306,13791
Lara,Urdaneta,Xaguas,1010,1102,10,0,3,0,2125,33,2158
Merida,Alberto Adriani,Gabriel Picon G,1399,1025,12,0,1,2,2439,55,2494
Merida,Alberto Adriani,Hector Amable Mora,3186,1949,17,3,4,1,5160,109,5269
Merida,Alberto Adriani,Jose Nucete Sardi,968,209,4,0,0,0,1181,25,1206
Merida,Alberto Adriani,Presidente Betancourt,6237,6384,55,5,8,4,12693,294,12987
Merida,Alberto Adriani,Presidente Paez,9869,9171,87,4,10,8,19149,381,19530
Merida,Alberto Adriani,Pte Romulo Gallegos,7277,6801,52,2,7,6,14145,257,14402
Merida,Alberto Adriani,Pulido Mendez,7133,5149,46,1,0,4,12333,289,12622
Merida,Andres Bello,La Azulita,4805,3021,26,3,0,0,7855,145,8000
Merida,Antonio Pinto S,Mesa Bolivar,1665,1119,10,1,0,0,2795,64,2859
Merida,Antonio Pinto S,Mesa De Las Palmas,974,560,0,1,0,0,1535,32,1567
Merida,Antonio Pinto S,Sta Cruz De Mora,5428,5385,39,1,3,1,10857,185,11042
Merida,Aricagua,Aricagua,950,1326,6,0,1,0,2283,37,2320
Merida,Aricagua,San Antonio,335,327,1,0,1,0,664,7,671
Merida,Arzobispo Chacon,Canagua,1106,950,5,0,1,2,2064,44,2108
Merida,Arzobispo Chacon,Capuri,290,148,0,0,0,0,438,5,443
Merida,Arzobispo Chacon,Chacanta,721,335,5,1,1,0,1063,7,1070
Merida,Arzobispo Chacon,El Molino,486,494,3,0,0,0,983,21,1004
Merida,Arzobispo Chacon,Guaimaral,206,252,1,0,0,0,459,2,461
Merida,Arzobispo Chacon,Mucuchachi,650,414,6,0,0,0,1070,14,1084
Merida,Arzobispo Chacon,Mucutuy,722,694,5,1,1,0,1423,56,1479
Merida,Campo Elias,Acequias,292,144,4,0,0,0,440,6,446
Merida,Campo Elias,Fernandez Pena,3304,3945,23,8,4,1,7285,194,7479
Merida,Campo Elias,Jaji,1086,927,3,0,1,2,2019,34,2053
Merida,Campo Elias,La Mesa,1529,1128,5,0,0,1,2663,61,2724
Merida,Campo Elias,Matriz,12104,11893,107,16,10,9,24139,464,24603
Merida,Campo Elias,Montalban,7320,9299,40,4,2,3,16668,272,16940
Merida,Campo Elias,San Jose,329,316,1,0,0,0,646,12,658
Merida,Caracciolo Parra,Florencio Ramirez,2143,1023,10,1,1,0,3178,58,3236
Merida,Caracciolo Parra,Tucani,5122,3942,33,1,7,3,9108,272,9380
Merida,Cardenal Quintero,Las Piedras,1713,764,11,1,1,0,2490,50,2540
Merida,Cardenal Quintero,Santo Domingo,1789,1344,9,0,1,0,3143,102,3245
Merida,Guaraque,Guaraque,1793,1047,2,0,0,1,2843,51,2894
Merida,Guaraque,Mesa De Quintero,438,245,0,0,0,0,683,8,691
Merida,Guaraque,Rio Negro,1018,1087,0,0,1,0,2106,30,2136
Merida,Julio Cesar Salas,Arapuey,3969,2022,19,0,1,2,6013,138,6151
Merida,Julio Cesar Salas,Palmira,953,576,5,0,0,0,1534,12,1546
Merida,Justo Briceño,San Cristobal De T,645,415,0,0,0,1,1061,21,1082
Merida,Justo Briceño,Torondoy,1840,1012,10,1,2,0,2865,49,2914
Merida,Libertador,Antonio Spinetti Dini,5929,10952,42,11,5,4,16943,253,17196
Merida,Libertador,Arias,4250,5839,39,8,3,3,10142,214,10356
Merida,Libertador,Caracciolo Parra P,2002,7388,17,7,4,2,9420,101,9521
Merida,Libertador,Domingo Pena,5925,10482,56,10,4,5,16482,238,16720
Merida,Libertador,El Llano,2315,7030,30,5,4,1,9385,113,9498
Merida,Libertador,El Morro,735,369,2,0,0,0,1106,22,1128
Merida,Libertador,Gonzalo Picon Febres,1864,2209,14,0,2,4,4093,89,4182
Merida,Libertador,Jacinto Plaza,7683,6550,65,3,11,6,14318,295,14613
Merida,Libertador,Juan Rodriguez Suarez,2317,9449,25,6,5,4,11806,127,11933
Merida,Libertador,Lasso De La Vega,2438,4780,22,5,2,1,7248,116,7364
Merida,Libertador,Los Nevados,350,111,0,0,0,0,461,15,476
Merida,Libertador,Mariano Picon Salas,2540,6238,26,2,2,6,8814,125,8939
Merida,Libertador,Milla,5124,9357,60,10,3,10,14564,249,14813
Merida,Libertador,Osuna Rodriguez,4720,5301,30,1,6,2,10060,188,10248
Merida,Libertador,Sagrario,1215,2948,12,5,2,0,4182,73,4255
Merida,Miranda,Andres Eloy Blanco,554,643,10,1,1,0,1209,33,1242
Merida,Miranda,Chachopo,4829,4571,30,3,7,3,9443,247,9690
Merida,Miranda,La Venta,425,575,8,0,0,0,1008,25,1033
Merida,Miranda,Pinango,544,357,3,1,0,1,906,14,920
Merida,Ob Ramos De Lora,Eloy Paredes,2522,1618,24,1,2,0,4167,49,4216
Merida,Ob Ramos De Lora,Pq R De Alcazar,1801,1136,7,0,1,0,2945,51,2996
Merida,Ob Ramos De Lora,Sta Elena De Arenales,4453,3134,31,3,3,0,7624,117,7741
Merida,Padre Noguera,Sta Maria De Caparo,1054,1004,15,0,1,0,2074,32,2106
Merida,Pueblo Llano,Pueblo Llano,3017,2817,13,0,1,1,5849,113,5962
Merida,Rangel,Cacute,482,357,3,0,0,0,842,37,879
Merida,Rangel,La Toma,635,462,2,1,0,0,1100,56,1156
Merida,Rangel,Mucuchies,2131,2353,10,0,0,3,4497,104,4601
Merida,Rangel,Mucuruba,1052,1016,10,1,1,1,2081,46,2127
Merida,Rangel,San Rafael,1104,1075,17,0,3,0,2199,79,2278
Merida,Rivas Davila,Bailadores,4606,4345,35,5,2,2,8995,181,9176
Merida,Rivas Davila,Geronimo Maldonado,1042,1177,9,1,0,0,2229,28,2257
Merida,Santos Marquina,Tabay,5205,4763,32,6,10,6,10022,219,10241
Merida,Sucre,Chiguara,2510,2050,11,1,3,1,4576,120,4696
Merida,Sucre,Estanques,1535,846,9,0,0,2,2392,40,2432
Merida,Sucre,La Trampa,844,372,7,0,4,0,1227,25,1252
Merida,Sucre,Lagunillas,6364,4824,51,5,3,4,11251,225,11476
Merida,Sucre,Pueblo Nuevo Del Sur,1498,700,6,2,2,0,2208,28,2236
Merida,Sucre,San Juan,3671,2619,31,1,2,0,6324,146,6470
Merida,Tovar,El Amparo,749,514,3,0,0,0,1266,29,1295
Merida,Tovar,El Llano,2359,3585,16,1,1,3,5965,76,6041
Merida,Tovar,San Francisco,866,680,2,1,0,0,1549,13,1562
Merida,Tovar,Tovar,6313,7152,44,3,6,0,13518,240,13758
Merida,Tulio F Cordero,Independencia,3163,1145,19,0,2,0,4329,108,4437
Merida,Tulio F Cordero,Maria C Palacios,1658,546,7,0,1,0,2212,72,2284
Merida,Tulio F Cordero,Nueva Bolivia,4908,3248,41,3,4,4,8208,164,8372
Merida,Tulio F Cordero,Santa Apolonia,1002,702,4,1,1,0,1710,28,1738
Merida,Zea,Cano El Tigre,1046,692,8,0,1,0,1747,31,1778
Merida,Zea,Zea,2133,2730,16,3,3,1,4886,56,4942
Miranda,Acevedo,Araguita,2741,840,13,0,3,1,3598,90,3688
Miranda,Acevedo,Arevalo Gonzalez,2311,737,13,0,4,1,3066,89,3155
Miranda,Acevedo,Capaya,3882,1849,23,4,5,0,5763,215,5978
Miranda,Acevedo,Caucagua,9272,4963,82,14,12,6,14349,381,14730
Miranda,Acevedo,El Cafe,2200,757,14,0,2,0,2973,56,3029
Miranda,Acevedo,Marizapa,3180,1230,22,2,2,1,4437,199,4636
Miranda,Acevedo,Panaquire,2649,1005,13,1,3,1,3672,112,3784
Miranda,Acevedo,Ribas,2918,987,13,3,2,1,3924,68,3992
Miranda,Andres Bello,Cumbo,367,270,2,1,0,1,641,25,666
Miranda,Andres Bello,San Jose De Barlovento,7793,3510,41,4,6,4,11358,293,11651
Miranda,Baruta,Baruta,24154,90311,211,77,32,24,114809,1162,115971
Miranda,Baruta,El Cafetal,2514,30514,37,17,4,6,33092,172,33264
Miranda,Baruta,Las Minas De Baruta,9793,18346,71,12,13,4,28239,398,28637
Miranda,Brion,Curiepe,4515,1865,27,3,6,2,6418,175,6593
Miranda,Brion,Higuerote,9638,6849,74,11,12,4,16588,503,17091
Miranda,Brion,Tacarigua,4683,2745,42,8,2,0,7480,188,7668
Miranda,Buroz,Mamporal,8728,3731,51,4,5,1,12520,326,12846
Miranda,Carrizal,Carrizal,12875,16504,101,39,21,8,29548,529,30077
Miranda,Chacao,Chacao,10910,48262,128,40,26,13,59379,698,60077
Miranda,Cristobal Rojas,Charallave,35542,19917,262,48,25,17,55811,1313,57124
Miranda,Cristobal Rojas,Las Brisas,5861,2320,41,10,6,5,8243,247,8490
Miranda,El Hatillo,El Hatillo,7329,32950,82,18,16,4,40399,407,40806
Miranda,Guaicaipuro,Altagracia De La M,1181,748,11,0,2,1,1943,74,2017
Miranda,Guaicaipuro,Cecilio Acosta,4585,4587,36,6,6,1,9221,153,9374
Miranda,Guaicaipuro,El Jarillo,814,860,6,1,0,2,1683,61,1744
Miranda,Guaicaipuro,Los Teques,61846,60143,511,108,69,51,122728,2368,125096
Miranda,Guaicaipuro,Paracotos,4127,2594,20,4,10,0,6755,160,6915
Miranda,Guaicaipuro,San Pedro,2915,3061,29,5,5,2,6017,160,6177
Miranda,Guaicaipuro,Tacata,1653,795,10,3,2,0,2463,44,2507
Miranda,Independencia,El Cartanal,26259,8761,180,30,20,7,35257,785,36042
Miranda,Independencia,Sta Teresa Del Tuy,26203,10713,141,15,29,14,37115,787,37902
Miranda,Lander,La Democracia,706,191,2,0,0,0,899,20,919
Miranda,Lander,Ocumare Del Tuy,47028,16612,309,44,38,18,64049,1469,65518
Miranda,Lander,Santa Barbara,5231,1254,18,5,5,2,6515,154,6669
Miranda,Los Salias,San Antonio Los Altos,10862,34740,74,42,21,9,45748,474,46222
Miranda,Paez,El Guapo,3139,1023,14,2,3,0,4181,80,4261
Miranda,Paez,Paparo,532,312,5,0,0,0,849,17,866
Miranda,Paez,Rio Chico,6579,4321,37,2,5,4,10948,328,11276
Miranda,Paez,Sn Fernando Del Guapo,1202,562,14,0,1,1,1780,57,1837
Miranda,Paez,Tacarigua De La Laguna,1459,1128,12,2,1,0,2602,63,2665
Miranda,Paz Castillo,Santa Lucia,38237,12093,234,33,29,13,50639,1078,51717
Miranda,Pedro Gual,Cupira,5936,3481,62,4,4,5,9492,282,9774
Miranda,Pedro Gual,Machurucuto,380,343,3,0,0,0,726,15,741
Miranda,Plaza,Guarenas,67489,44986,455,94,49,24,113097,2269,115366
Miranda,Simon Bolivar,S Antonio De Yare,4326,878,25,7,4,0,5240,124,5364
Miranda,Simon Bolivar,San Fco De Yare,10830,4845,57,9,8,4,15753,360,16113
Miranda,Sucre,Caucaguita,16049,9333,109,20,12,8,25531,654,26185
Miranda,Sucre,Filas De Mariches,12149,4463,75,4,14,9,16714,360,17074
Miranda,Sucre,La Dolorita,11755,4979,99,13,17,10,16873,461,17334
Miranda,Sucre,Leoncio Martinez,9889,35659,89,37,12,10,45696,572,46268
Miranda,Sucre,Petare,116235,133879,923,181,128,69,251415,4210,255625
Miranda,Urdaneta,Cua,28261,17458,199,49,28,14,46009,1111,47120
Miranda,Urdaneta,Nueva Cua,15710,4547,102,12,13,14,20398,502,20900
Miranda,Zamora,Bolivar,7990,3320,35,12,7,2,11366,227,11593
Miranda,Zamora,Guatire,45641,41049,321,73,41,11,87136,1816,88952
Monagas,Acosta,San Antonio,3807,3800,27,4,2,0,7640,163,7803
Monagas,Acosta,San Francisco,2281,1531,6,3,2,1,3824,102,3926
Monagas,Aguasay,Aguasay,5276,2965,59,0,4,1,8305,212,8517
Monagas,Bolivar,Caripito,13063,7414,101,5,4,6,20593,442,21035
Monagas,Caripe,Caripe,3547,3279,19,1,6,2,6854,149,7003
Monagas,Caripe,El Guacharo,1542,1046,8,1,1,1,2599,39,2638
Monagas,Caripe,La Guanota,918,525,12,2,4,0,1461,16,1477
Monagas,Caripe,Sabana De Piedra,607,594,2,0,1,0,1204,38,1242
