Estado,Municipio,Parroquia,Chavez,Radonski,Sequera,Bolivar,Reyes,Chirino,Valid,Invalid,Total
Monagas,Caripe,San Agustin,1335,732,8,0,3,2,2080,48,2128
Monagas,Caripe,Teresen,2900,1140,9,0,4,2,4055,95,4150
Monagas,Cedeño,Areo,2367,786,23,0,1,0,3177,62,3239
Monagas,Cedeño,Caicara,4376,6282,58,4,14,1,10735,173,10908
Monagas,Cedeño,San Felix,1300,1482,9,0,0,0,2791,33,2824
Monagas,Cedeño,Viento Fresco,1129,870,14,1,1,0,2015,50,2065
Monagas,Ezequiel Zamora,El Tejero,3871,2076,24,1,2,2,5976,184,6160
Monagas,Ezequiel Zamora,Punta De Mata,17306,10054,157,8,12,8,27545,670,28215
Monagas,Libertador,Chaguaramas,2230,488,14,1,2,1,2736,78,2814
Monagas,Libertador,Las Alhuacas,588,175,3,0,0,0,766,14,780
Monagas,Libertador,Tabasca,1401,552,16,2,3,0,1974,49,2023
Monagas,Libertador,Temblador,12011,4716,135,4,6,6,16878,384,17262
Monagas,Maturin,Alto De Los Godos,40861,29600,448,21,26,10,70966,1111,72077
Monagas,Maturin,Boqueron,16395,12587,183,9,16,6,29196,597,29793
Monagas,Maturin,El Corozo,2048,1083,18,3,2,0,3154,98,3252
Monagas,Maturin,El Furrial,3516,1856,34,4,4,0,5414,128,5542
Monagas,Maturin,Jusepin,5107,1772,42,1,1,2,6925,129,7054
Monagas,Maturin,La Pica,4725,2504,45,4,3,4,7285,197,7482
Monagas,Maturin,Las Cocuizas,26171,18542,311,21,25,7,45077,909,45986
Monagas,Maturin,San Simon,37873,39049,451,31,41,16,77461,1278,78739
Monagas,Maturin,San Vicente,3293,1564,31,1,2,1,4892,89,4981
Monagas,Maturin,Santa Cruz,10349,9286,112,6,11,4,19768,357,20125
Monagas,Piar,Aparicio,1352,893,7,0,2,0,2254,38,2292
Monagas,Piar,Aragua,3566,2005,26,0,4,0,5601,112,5713
Monagas,Piar,Chaguaramal,2786,1614,22,3,0,2,4427,90,4517
Monagas,Piar,El Pinto,1251,414,16,0,2,3,1686,27,1713
Monagas,Piar,Guanaguana,1816,1099,8,1,4,0,2928,79,3007
Monagas,Piar,La Toscana,3590,1859,27,2,0,2,5480,105,5585
Monagas,Piar,Taguaya,1140,754,8,0,1,0,1903,26,1929
Monagas,Punceres,Cachipo,4751,2912,42,4,0,2,7711,154,7865
Monagas,Punceres,Quiriquire,5703,2844,74,3,3,4,8631,205,8836
Monagas,Santa Barbara,Santa Barbara,3720,2233,28,6,1,0,5988,164,6152
Monagas,Sotillo,Barrancas,4864,2665,55,2,5,0,7591,166,7757
Monagas,Sotillo,Los Barrancos De Fajardo,2991,605,30,0,5,1,3632,72,3704
Monagas,Uracoa,Uracoa,2757,2931,24,1,4,1,5718,171,5889
Nva Esparta,Antolin Del Campo,La Plaza De Paraguachi,8423,8052,80,8,1,3,16567,250,16817
Nva Esparta,Arismendi,La Asuncion,7003,9996,59,10,6,3,17077,311,17388
Nva Esparta,Diaz,San Juan Bautista,12616,9910,106,8,2,5,22647,633,23280
Nva Esparta,Diaz,Zabala,6196,3446,46,5,3,4,9700,286,9986
Nva Esparta,Garcia,Francisco Fajardo,13777,9777,131,9,6,1,23701,511,24212
Nva Esparta,Garcia,Valle Esp Santo,2819,3498,26,4,2,1,6350,131,6481
Nva Esparta,Gomez,Bolivar,799,649,11,0,1,0,1460,14,1474
Nva Esparta,Gomez,Guevara,1628,1610,17,0,1,0,3256,45,3301
Nva Esparta,Gomez,Matasiete,1683,1406,18,0,0,0,3107,41,3148
Nva Esparta,Gomez,Santa Ana,4871,3260,37,4,1,0,8173,102,8275
Nva Esparta,Gomez,Sucre,3007,2492,31,1,0,0,5531,93,5624
Nva Esparta,Maneiro,Aguirre,3751,11331,37,3,1,1,15124,148,15272
Nva Esparta,Maneiro,Pampatar,5415,7397,29,6,1,0,12848,202,13050
Nva Esparta,Marcano,Adrian,5023,3483,53,2,5,0,8566,159,8725
Nva Esparta,Marcano,Juan Griego,6662,5141,63,2,8,4,11880,194,12074
Nva Esparta,Mariño,Porlamar,27163,28728,249,17,18,9,56184,1126,57310
Nva Esparta,Penin De Macanao,Boca Del Rio,3329,2912,32,3,0,1,6277,77,6354
Nva Esparta,Penin De Macanao,San Francisco,4408,2621,25,4,4,0,7062,102,7164
Nva Esparta,Tubores,Los Barales,2950,1753,19,1,1,0,4724,92,4816
Nva Esparta,Tubores,Punta De Piedras,7683,5775,54,2,5,2,13521,262,13783
Nva Esparta,Villalba (I Coche),San Pedro De Coche,1770,1382,15,1,10,0,3178,57,3235
Nva Esparta,Villalba (I Coche),Vicente Fuentes,1476,1173,7,0,4,0,2660,40,2700
Portuguesa,Agua Blanca,Agua Blanca,9578,2267,53,5,11,6,11920,285,12205
Portuguesa,Araure,Araure,45209,20699,330,37,40,28,66343,1335,67678
Portuguesa,Araure,Rio Acarigua,5270,814,28,1,10,4,6127,104,6231
Portuguesa,Esteller,Piritu,15170,4382,138,6,16,10,19722,435,20157
Portuguesa,Esteller,Uveral,3179,497,30,1,6,4,3717,74,3791
Portuguesa,Genaro Boconoito,Antolin Tovar Aquino,4134,714,22,0,5,3,4878,115,4993
Portuguesa,Genaro Boconoito,Boconoito,6805,1468,53,1,4,1,8332,172,8504
Portuguesa,Guanare,Cordoba,1188,232,8,1,1,0,1430,25,1455
Portuguesa,Guanare,Guanare,54177,29340,546,26,61,40,84190,2081,86271
Portuguesa,Guanare,San Jose De La Montana,755,232,6,0,0,0,993,11,1004
Portuguesa,Guanare,San Juan Guanaguanare,5274,2268,51,3,11,3,7610,162,7772
Portuguesa,Guanare,Virgen De La Coromoto,4046,1027,42,1,6,1,5123,171,5294
Portuguesa,Guanarito,Divina Pastora,2204,787,25,0,1,3,3020,108,3128
Portuguesa,Guanarito,Guanarito,10274,4802,56,1,29,6,15168,370,15538
Portuguesa,Guanarito,Trinidad De La Capilla,1433,203,4,2,4,1,1647,26,1673
Portuguesa,M Jose V De Unda,Chabasquen,7405,2580,113,2,6,4,10110,263,10373
Portuguesa,M Jose V De Unda,Pena Blanca,1393,352,14,0,2,1,1762,37,1799
Portuguesa,Ospino,Aparicion,4007,1022,29,1,6,2,5067,112,5179
Portuguesa,Ospino,La Estacion,4252,751,41,0,7,2,5053,118,5171
Portuguesa,Ospino,Ospino,10100,4301,104,5,13,6,14529,320,14849
Portuguesa,Paez,Acarigua,59491,28002,542,55,45,32,88167,1888,90055
Portuguesa,Paez,Payara,4769,575,26,3,3,5,5381,89,5470
Portuguesa,Paez,Pimpinela,2645,281,13,1,5,3,2948,61,3009
Portuguesa,Paez,Ramon Peraza,2435,541,20,0,3,0,2999,100,3099
Portuguesa,Papelon,Cano Delgadito,4363,720,26,1,7,5,5122,118,5240
Portuguesa,Papelon,Papelon,2195,1652,22,1,3,2,3875,86,3961
Portuguesa,S Rafael De Onoto,San Rafael De Onoto,5627,2193,56,2,3,1,7882,185,8067
Portuguesa,S Rafael De Onoto,Santa Fe,652,181,1,0,2,1,837,12,849
Portuguesa,S Rafael De Onoto,Thermo Morles,975,283,12,0,0,0,1270,26,1296
Portuguesa,Santa Rosalia,El Playon,6250,1341,35,0,2,4,7632,116,7748
Portuguesa,Santa Rosalia,Florida,1829,215,16,1,1,1,2063,34,2097
Portuguesa,Sucre,Biscucuy,6982,4649,67,3,8,4,11713,364,12077
Portuguesa,Sucre,Concepcion,1688,463,8,0,1,1,2161,53,2214
Portuguesa,Sucre,San Jose De Saguaz,865,272,7,0,2,0,1146,29,1175
Portuguesa,Sucre,San Rafael Palo Alzado,1374,527,6,0,2,0,1909,40,1949
Portuguesa,Sucre,Uvencio A Velasquez,2403,1044,16,0,4,1,3468,67,3535
Portuguesa,Sucre,Villa Rosa,2499,925,18,3,6,1,3452,54,3506
Portuguesa,Turen,Canelones,3942,702,26,0,5,1,4676,97,4773
Portuguesa,Turen,San Isidro Labrador,2143,748,18,2,2,0,2913,35,2948
Portuguesa,Turen,Santa Cruz,2100,361,19,1,10,2,2493,69,2562
Portuguesa,Turen,Villa Bruzual,16880,6687,157,9,13,5,23751,430,24181
Sucre,Andres E Blanco,Marino,5445,4224,55,2,6,5,9737,168,9905
Sucre,Andres E Blanco,Romulo Gallegos,2401,1649,13,1,2,2,4068,70,4138
Sucre,Andres Mata,San Jose De Areocuar,4564,2672,11,4,2,0,7253,141,7394
Sucre,Andres Mata,Tavera Acosta,3409,1537,18,1,2,1,4968,62,5030
Sucre,Arismendi,Antonio Jose De Sucre,904,387,5,0,1,0,1297,31,1328
Sucre,Arismendi,El Morro De Pto Santo,2873,1336,10,3,1,2,4225,57,4282
Sucre,Arismendi,Puerto Santo,1898,1151,9,0,0,1,3059,53,3112
Sucre,Arismendi,Rio Caribe,8876,4619,41,1,3,2,13542,184,13726
Sucre,Arismendi,San Juan Galdonas,1596,638,12,0,1,1,2248,40,2288
Sucre,Benitez,El Pilar,6734,3044,35,2,7,3,9825,130,9955
Sucre,Benitez,El Rincon,1162,765,12,0,2,0,1941,30,1971
Sucre,Benitez,Gral Fco A Vasquez,722,451,2,0,0,0,1175,17,1192
Sucre,Benitez,Guaraunos,421,348,3,0,0,0,772,12,784
Sucre,Benitez,Tunapuicito,1115,302,1,0,2,1,1421,21,1442
Sucre,Benitez,Union,838,270,1,0,0,0,1109,11,1120
Sucre,Bermudez,Bolivar,11362,5454,76,2,10,3,16907,290,17197
Sucre,Bermudez,Macarapana,1972,1362,15,0,0,0,3349,55,3404
Sucre,Bermudez,Santa Catalina,20470,13733,168,15,27,7,34420,554,34974
Sucre,Bermudez,Santa Rosa,9330,7361,58,7,10,4,16770,291,17061
Sucre,Bermudez,Santa Teresa,1656,1566,13,0,2,0,3237,34,3271
Sucre,Bolivar,Mariguitar,6355,5235,57,1,4,1,11653,221,11874
Sucre,Cajigal,Libertad,2123,676,15,1,1,0,2816,57,2873
Sucre,Cajigal,Paujil,1313,588,7,0,0,0,1908,42,1950
Sucre,Cajigal,Yaguaraparo,4255,1706,17,1,0,1,5980,117,6097
Sucre,Cruz S Acosta,Araya,6782,3553,44,1,8,2,10390,199,10589
Sucre,Cruz S Acosta,Chacopata,2750,1338,13,0,4,0,4105,65,4170
Sucre,Cruz S Acosta,Manicuare,2994,1471,21,1,0,1,4488,65,4553
Sucre,Libertador,Campo Elias,546,152,3,0,0,0,701,10,711
Sucre,Libertador,Tunapuy,3434,1894,16,3,2,2,5351,125,5476
Sucre,Mariño,Campo Claro,1398,703,4,1,1,0,2107,61,2168
Sucre,Mariño,Irapa,3516,2289,18,1,0,1,5825,95,5920
Sucre,Mariño,Marabal,889,299,6,0,3,0,1197,15,1212
Sucre,Mariño,San Antonio De Irapa,736,384,3,0,0,0,1123,20,1143
Sucre,Mariño,Soro,668,301,3,0,0,0,972,12,984
Sucre,Mejia,San Ant Del Golfo,5273,3474,31,1,5,2,8786,134,8920
Sucre,Montes,Arenas,2510,981,23,0,0,2,3516,54,3570
Sucre,Montes,Aricagua,2369,1474,21,1,5,1,3871,62,3933
Sucre,Montes,Cocollar,1356,1014,2,0,1,2,2375,27,2402
Sucre,Montes,Cumanacoa,7554,3820,48,4,6,3,11435,166,11601
Sucre,Montes,San Fernando,2577,882,5,0,3,1,3468,44,3512
Sucre,Montes,San Lorenzo,1861,1248,12,0,1,2,3124,58,3182
Sucre,Ribero,Cariaco,10744,5306,66,1,7,3,16127,269,16396
Sucre,Ribero,Catuaro,2799,1260,11,2,3,1,4076,70,4146
Sucre,Ribero,Rendon,1675,806,14,0,2,0,2497,34,2531
Sucre,Ribero,Santa Cruz,820,301,2,0,1,0,1124,29,1153
Sucre,Ribero,Santa Maria,2315,884,17,2,3,1,3222,58,3280
Sucre,Sucre,Altagracia,38933,30347,376,28,44,21,69749,1094,70843
Sucre,Sucre,Ayacucho,14423,12331,134,10,12,14,26924,430,27354
Sucre,Sucre,Gran Mariscal,2523,1706,19,5,5,2,4260,90,4350
Sucre,Sucre,Raul Leoni,4307,2353,45,3,4,2,6714,147,6861
Sucre,Sucre,San Juan,4711,2170,42,4,6,3,6936,135,7071
Sucre,Sucre,Santa Ines,20371,18060,218,13,14,9,38685,723,39408
Sucre,Sucre,Valentin Valiente,14421,16119,134,11,9,10,30704,500,31204
Sucre,Valdez,Bideau,930,172,6,0,0,0,1108,19,1127
Sucre,Valdez,Cristobal Colon,692,116,4,0,0,0,812,15,827
Sucre,Valdez,Guiria,10639,3822,47,5,7,2,14522,277,14799
Sucre,Valdez,Punta De Piedra,1623,794,3,0,2,0,2422,32,2454
Tachira,Andres Bello,Cordero,5740,8096,42,9,6,2,13895,310,14205
Tachira,Antonio Romulo C,Las Mesas,3823,2163,27,2,0,2,6017,169,6186
Tachira,Ayacucho,Colon,10952,14215,85,7,3,5,25267,553,25820
Tachira,Ayacucho,Rivas Berti,1483,1036,14,0,1,0,2534,57,2591
Tachira,Ayacucho,San Pedro Del Rio,771,849,7,0,2,0,1629,35,1664
Tachira,Bolivar,Isaias Medina Angarit,577,395,6,0,1,0,979,27,1006
Tachira,Bolivar,Juan Vicente Gomez,410,444,3,0,0,0,857,25,882
Tachira,Bolivar,Palotal,1518,1823,15,0,1,1,3358,68,3426
Tachira,Bolivar,San Ant Del Tachira,9085,14661,114,7,3,5,23875,575,24450
Tachira,Cardenas,Amenodoro Rangel Lamu,3900,6338,29,8,1,2,10278,189,10467
Tachira,Cardenas,La Florida,806,453,0,0,0,1,1260,25,1285
Tachira,Cardenas,Tariba,17420,27752,175,15,13,3,45378,945,46323
Tachira,Cordoba,Sta Ana  Del Tachira,7670,8247,62,10,1,1,15991,499,16490
Tachira,Fco De Miranda,San Jose De Bolivar,1218,2086,10,0,2,0,3316,42,3358
Tachira,Fernandez Feo,Alberto Adriani,4322,2736,30,1,4,3,7096,172,7268
Tachira,Fernandez Feo,San Rafael Del Pinal,4457,4343,56,1,4,1,8862,184,9046
Tachira,Fernandez Feo,Santo Domingo,3051,2266,34,4,2,1,5358,127,5485
Tachira,Garcia De Hevia,Boca De Grita,815,690,6,1,0,0,1512,52,1564
Tachira,Garcia De Hevia,Jose Antonio Paez,1481,843,2,0,1,0,2327,59,2386
Tachira,Garcia De Hevia,La Fria,12902,8707,108,3,4,4,21728,394,22122
Tachira,Guasimos,Palmira,9638,14185,71,13,10,8,23925,616,24541
Tachira,Independencia,Capacho Nuevo,5733,7450,64,4,3,2,13256,282,13538
Tachira,Independencia,Juan German Roscio,2528,2608,32,1,0,3,5172,126,5298
Tachira,Independencia,Roman Cardenas,799,925,7,1,1,0,1733,35,1768
Tachira,Jauregui,Emilio C Guerrero,653,580,3,0,0,0,1236,29,1265
Tachira,Jauregui,La Grita,8580,10629,79,5,13,7,19313,417,19730
Tachira,Jauregui,Mons Miguel A Salas,870,602,11,0,2,0,1485,50,1535
Tachira,Jose Maria Varga,El Cobre,3311,2850,24,0,2,0,6187,135,6322
Tachira,Junin,Bramon,7444,6442,65,8,9,2,13970,359,14329
Tachira,Junin,La Petrolea,625,466,7,0,0,0,1098,29,1127
Tachira,Junin,Quinimari,471,473,2,0,0,1,947,14,961
Tachira,Junin,Rubio,12434,17346,131,20,8,7,29946,578,30524
Tachira,Libertad,Capacho Viejo,3844,3402,29,3,2,3,7283,196,7479
Tachira,Libertad,Cipriano Castro,1095,952,8,0,1,0,2056,25,2081
Tachira,Libertad,Manuel Felipe Rugeles,2606,2618,22,1,1,1,5249,147,5396
Tachira,Libertador,Abejales,2547,2474,12,1,1,0,5035,109,5144
Tachira,Libertador,Doradas,1253,1080,13,0,3,2,2351,18,2369
Tachira,Libertador,Emeterio Ochoa,1379,1443,4,3,0,2,2831,36,2867
Tachira,Libertador,San Joaquin De Navay,782,865,10,1,1,0,1659,32,1691
Tachira,Lobatera,Constitucion,1947,1434,12,1,0,0,3394,58,3452
Tachira,Lobatera,Lobatera,2617,1904,17,3,1,0,4542,87,4629
Tachira,Michelena,Michelena,5546,5391,40,9,5,2,10993,202,11195
Tachira,Panamericano,Coloncito,5908,5693,51,1,3,3,11659,261,11920
Tachira,Panamericano,La Palmita,1981,1101,21,1,0,1,3105,67,3172
Tachira,Pedro Maria Ureña,Nueva Arcadia,2192,2621,32,1,1,0,4847,107,4954
Tachira,Pedro Maria Ureña,Urena,7290,8875,78,4,9,1,16257,400,16657
Tachira,Rafael Urdaneta,Delicias,2208,1690,17,3,3,1,3922,103,4025
Tachira,Samuel Maldonado,Bocono,1370,816,2,1,2,2,2193,51,2244
Tachira,Samuel Maldonado,Hernandez,1208,898,4,1,0,0,2111,39,2150
Tachira,Samuel Maldonado,La Tendida,2695,2189,14,2,0,0,4900,127,5027
Tachira,San Cristobal,Dr Fco Romero Lobo,429,382,1,0,0,0,812,23,835
Tachira,San Cristobal,La Concordia,22054,36594,209,22,29,12,58920,1033,59953
Tachira,San Cristobal,Pedro Maria Morantes,9666,32206,104,21,7,4,42008,469,42477
Tachira,San Cristobal,San Sebastian,4685,5665,51,3,5,4,10413,224,10637
Tachira,San Cristobal,Sn Juan Bautista,16324,39489,168,26,13,5,56025,868,56893
Tachira,San Judas Tadeo,Umuquena,3535,2216,24,1,3,0,5779,150,5929
Tachira,Seboruco,Seboruco,3011,3049,16,1,1,0,6078,137,6215
Tachira,Simon Rodriguez,San Simon,953,1103,7,0,4,0,2067,41,2108
Tachira,Sucre,Eleazar Lopez Contrera,156,201,0,0,0,0,357,4,361
Tachira,Sucre,Queniquea,1802,1368,5,1,0,0,3176,45,3221
Tachira,Sucre,San Pablo,957,500,2,0,0,0,1459,16,1475
Tachira,Torbes,San Josecito,11274,10308,83,10,10,5,21690,703,22393
Tachira,Uribante,Cardenas,1012,858,3,0,1,0,1874,17,1891
Tachira,Uribante,Juan Pablo Penaloza,798,530,2,1,0,0,1331,28,1359
Tachira,Uribante,Potosi,469,550,1,0,0,1,1021,24,1045
Tachira,Uribante,Pregonero,3493,3549,16,1,1,1,7061,147,7208
Trujillo,Andres Bello,Araguaney,738,400,2,0,0,0,1140,22,1162
Trujillo,Andres Bello,El Jaguito,1374,597,2,0,1,0,1974,67,2041
Trujillo,Andres Bello,La Esperanza,1452,478,3,0,0,0,1933,62,1995
Trujillo,Andres Bello,Santa Isabel,2419,1125,10,1,3,0,3558,99,3657
Trujillo,Bocono,Ayacucho,1312,335,4,1,3,0,1655,25,1680
Trujillo,Bocono,Bocono,8069,5062,66,9,15,7,13228,304,13532
Trujillo,Bocono,Burbusay,1945,480,11,0,0,0,2436,44,2480
Trujillo,Bocono,El Carmen,9329,5566,101,7,10,4,15017,325,15342
Trujillo,Bocono,General Rivas,1545,746,10,1,6,3,2311,65,2376
Trujillo,Bocono,Guaramacal,818,42,0,0,0,1,861,6,867
Trujillo,Bocono,La Vega De Guaramacal,793,63,2,0,1,0,859,31,890
Trujillo,Bocono,Monsenor Jauregui,2086,656,14,2,2,2,2762,68,2830
Trujillo,Bocono,Mosquey,2262,620,23,1,1,0,2907,41,2948
Trujillo,Bocono,Rafael Rangel,1929,514,14,1,3,1,2462,46,2508
Trujillo,Bocono,San Jose,2381,477,11,1,5,0,2875,53,2928
Trujillo,Bocono,San Miguel,2052,243,5,1,2,1,2304,24,2328
Trujillo,Bolivar,Cheregue,1974,479,13,1,0,0,2467,37,2504
Trujillo,Bolivar,Granados,1226,424,6,0,2,0,1658,34,1692
Trujillo,Bolivar,Sabana Grande,2943,1146,8,1,0,0,4098,83,4181
Trujillo,Candelaria,Arnoldo Gabaldon,1333,249,5,0,0,1,1588,18,1606
Trujillo,Candelaria,Bolivia,1498,309,9,0,2,0,1818,21,1839
Trujillo,Candelaria,Carrillo,1003,285,1,0,0,0,1289,13,1302
Trujillo,Candelaria,Cegarra,483,149,2,0,0,0,634,8,642
Trujillo,Candelaria,Chejende,4987,1631,27,1,2,1,6649,127,6776
Trujillo,Candelaria,Manuel Salvador Ulloa,956,194,4,0,0,0,1154,33,1187
Trujillo,Candelaria,San Jose,1650,275,9,0,2,0,1936,22,1958
Trujillo,Carache,Carache,4407,2481,32,0,4,2,6926,150,7076
Trujillo,Carache,Cuicas,2829,813,14,1,4,0,3661,41,3702
Trujillo,Carache,La Concepcion,2523,516,7,1,2,1,3050,36,3086
Trujillo,Carache,Panamericana,1364,191,8,0,1,0,1564,20,1584
Trujillo,Carache,Santa Cruz,1026,312,8,1,0,0,1347,41,1388
Trujillo,Escuque,Escuque,5437,3249,39,3,3,0,8731,149,8880
Trujillo,Escuque,La Union,1079,770,10,0,0,1,1860,32,1892
Trujillo,Escuque,Sabana Libre,2210,1680,14,0,2,0,3906,77,3983
Trujillo,Escuque,Santa Rita,1272,569,11,1,1,0,1854,39,1893
Trujillo,Jose F M Cañizal,Antonio Jose De Sucre,357,295,1,0,0,0,653,9,662
Trujillo,Jose F M Cañizal,El Socorro,1490,802,6,0,2,1,2301,43,2344
Trujillo,Jose F M Cañizal,Los Caprichos,183,90,4,0,0,0,277,2,279
Trujillo,Juan V Campo Eli,Arnoldo Gabaldon,1125,230,3,0,1,1,1360,22,1382
Trujillo,Juan V Campo Eli,Campo Elias,2161,762,8,2,2,1,2936,48,2984
Trujillo,La Ceiba,El Progreso,2039,655,5,0,0,1,2700,37,2737
Trujillo,La Ceiba,La Ceiba,544,97,0,0,0,1,642,15,657
Trujillo,La Ceiba,Santa Apolonia,2115,555,4,0,0,0,2674,35,2709
Trujillo,La Ceiba,Tres De Febrero,2871,626,11,0,1,1,3510,52,3562
Trujillo,Miranda,Agua Caliente,657,166,4,0,0,0,827,14,841
Trujillo,Miranda,Agua Santa,2057,657,10,1,1,1,2727,65,2792
Trujillo,Miranda,El Cenizo,1157,234,8,0,2,0,1401,27,1428
Trujillo,Miranda,El Dividive,3819,2223,18,0,0,0,6060,154,6214
Trujillo,Miranda,Valerita,363,59,7,0,0,0,429,7,436
Trujillo,Monte Carmelo,Buena Vista,2587,863,7,0,0,1,3458,71,3529
Trujillo,Monte Carmelo,Monte Carmelo,2748,1196,20,0,2,0,3966,69,4035
Trujillo,Monte Carmelo,Sta Maria Del Horcon,666,178,1,1,0,0,846,21,867
Trujillo,Motatan,El Bano,880,371,2,0,1,0,1254,27,1281
Trujillo,Motatan,Jalisco,2095,579,6,0,3,1,2684,79,2763
Trujillo,Motatan,Motatan,4689,2131,29,2,0,1,6852,182,7034
Trujillo,Pampan,Flor De Patria,5005,2586,24,1,1,2,7619,163,7782
Trujillo,Pampan,La Paz,6717,2100,41,1,6,2,8867,202,9069
Trujillo,Pampan,Pampan,2832,2296,28,2,0,1,5159,112,5271
Trujillo,Pampan,Santa Ana,3535,907,11,1,2,1,4457,62,4519
Trujillo,Pampanito,La Concepcion,1654,1063,10,2,1,0,2730,51,2781
Trujillo,Pampanito,Pampanito,3997,2574,25,2,1,2,6601,125,6726
Trujillo,Pampanito,Pampanito Ii,3458,1488,21,0,2,2,4971,95,5066
Trujillo,Rafael Rangel,Betijoque,1593,1534,9,0,0,1,3137,72,3209
Trujillo,Rafael Rangel,El Cedro,1563,1039,11,2,0,0,2615,68,2683
Trujillo,Rafael Rangel,Jose G Hernandez,2055,1344,20,4,1,1,3425,54,3479
Trujillo,Rafael Rangel,La Pueblita,1830,1428,15,0,3,0,3276,75,3351
Trujillo,S Rafael Carvajal,Antonio N Briceno,3554,2459,15,2,4,1,6035,109,6144
Trujillo,S Rafael Carvajal,Campo Alegre,6497,4627,33,1,3,1,11162,208,11370
Trujillo,S Rafael Carvajal,Carvajal,3763,3546,16,3,2,1,7331,144,7475
Trujillo,S Rafael Carvajal,Jose Leonardo Suarez,3296,1617,20,1,1,0,4935,112,5047
Trujillo,Sucre,El Paraiso,632,289,0,0,0,0,921,20,941
Trujillo,Sucre,Junin,1452,657,3,0,0,0,2112,22,2134
Trujillo,Sucre,Sabana De Mendoza,3541,2451,25,2,0,3,6022,106,6128
Trujillo,Sucre,Valmore Rodriguez,4331,1836,22,0,5,4,6198,108,6306
Trujillo,Trujillo,Andres Linares,1354,714,3,0,5,0,2076,48,2124
Trujillo,Trujillo,Chiquinquira,3423,2543,29,2,3,0,6000,94,6094
Trujillo,Trujillo,Cristobal Mendoza,5395,3411,39,9,1,0,8855,140,8995
Trujillo,Trujillo,Cruz Carrillo,1585,1135,12,3,2,0,2737,44,2781
Trujillo,Trujillo,Matriz,2908,2717,20,5,6,1,5657,106,5763
Trujillo,Trujillo,Monsenor Carrillo,3898,1893,34,1,5,0,5831,111,5942
Trujillo,Trujillo,Tres Esquinas,1869,1111,11,0,4,0,2995,61,3056
Trujillo,Urdaneta,Cabimbu,830,695,1,0,3,1,1530,7,1537
Trujillo,Urdaneta,Jajo,2277,1485,8,0,1,1,3772,68,3840
Trujillo,Urdaneta,La Mesa,2707,1348,22,1,2,0,4080,95,4175
Trujillo,Urdaneta,La Quebrada,2366,1691,10,1,2,1,4071,103,4174
Trujillo,Urdaneta,Santiago,1933,551,8,1,1,0,2494,29,2523
Trujillo,Urdaneta,Tuname,1670,568,15,0,10,2,2265,49,2314
Trujillo,Valera,Juan Ignacio Montilla,8975,12406,67,7,9,2,21466,298,21764
Trujillo,Valera,La Beatriz,3278,3963,24,3,3,1,7272,92,7364
Trujillo,Valera,La Puerta,3207,2222,18,3,2,0,5452,98,5550
Trujillo,Valera,Mendoza,2939,2212,20,3,2,3,5179,82,5261
Trujillo,Valera,Mercedes Diaz,19334,13865,128,17,17,14,33375,615,33990
Trujillo,Valera,San Luis,5491,2929,46,4,6,1,8477,206,8683
Vargas,Vargas,Caraballeda,11200,11666,95,14,9,5,22989,415,23404
Vargas,Vargas,Carayaca,13582,4494,87,11,21,9,18204,350,18554
Vargas,Vargas,Carlos Soublette,16759,9188,145,25,13,5,26135,560,26695
Vargas,Vargas,Caruao,2587,1129,16,3,5,2,3742,87,3829
Vargas,Vargas,Catia La Mar,33003,17297,252,38,34,13,50637,984,51621
Vargas,Vargas,El Junko,3113,2275,32,3,10,4,5437,151,5588
Vargas,Vargas,La Guaira,8338,5688,89,10,7,3,14135,402,14537
Vargas,Vargas,Macuto,5419,6056,51,9,3,2,11540,163,11703
Vargas,Vargas,Maiquetia,13985,8925,106,24,13,8,23061,472,23533
Vargas,Vargas,Naiguata,7481,3362,47,8,5,3,10906,209,11115
Vargas,Vargas,Urimare,11779,8302,95,12,13,15,20216,342,20558
Yaracuy,Aristides Bastid,San Pablo,7386,3576,66,2,6,4,11040,273,11313
Yaracuy,Bolivar,Aroa,11186,5646,81,3,8,7,16931,395,17326
Yaracuy,Bruzual,Campo Elias,5261,1654,29,2,6,5,6957,161,7118
Yaracuy,Bruzual,Chivacoa,18577,11187,160,17,23,16,29980,654,30634
Yaracuy,Cocorote,Cocorote,10455,10957,106,14,11,7,21550,660,22210
Yaracuy,Independencia,Independencia,14004,16799,178,15,20,6,31022,893,31915
Yaracuy,Jose Antonio Paez,Sabana De Parra,7305,3028,77,2,7,2,10421,257,10678
Yaracuy,La Trinidad,Boraure,5419,3971,49,3,3,2,9447,262,9709
Yaracuy,Manuel Monge,Yumare,7055,2528,33,3,5,7,9631,216,9847
Yaracuy,Nirgua,Nirgua,14187,8579,118,14,17,13,22928,557,23485
Yaracuy,Nirgua,Salom,4985,2376,39,5,7,1,7413,146,7559
Yaracuy,Nirgua,Temerla,1240,327,7,1,0,0,1575,39,1614
Yaracuy,Pe#A,San Andres,2759,1580,34,3,6,1,4383,109,4492
Yaracuy,Pe#A,Yaritagua,29843,16735,250,17,38,14,46897,1083,47980
Yaracuy,San Felipe,Albarico,9298,5120,99,9,9,5,14540,373,14913
Yaracuy,San Felipe,San Felipe,13804,19574,155,16,23,6,33578,706,34284
Yaracuy,San Felipe,San Javier,5103,2551,45,2,4,3,7708,189,7897
Yaracuy,Sucre,Guama,6746,5051,68,3,4,4,11876,287,12163
