Estado,Municipio,Parroquia,Hugo Chavez,Henrique Capriles Radonski,Reina Sequera,Maria Bolivar,Luis Reyes,Orlando Chirino,Valid votes,Null votes
Guarico,Miranda,El Calvario,577,233,3,0,1,0,814,30
Guarico,Miranda,El Rastro,1141,483,11,0,0,1,1636,52
Guarico,Monagas,Altagracia De Orituco,19212,9391,175,11,21,8,28818,626
Guarico,Monagas,Soublette,1132,485,7,0,0,1,1625,21
Guarico,Monagas,San Fco De Macaira,1189,311,3,0,2,0,1505,21
Guarico,Miranda,Calabozo,42588,19315,399,30,35,30,62397,1147
Guarico,Monagas,Paso Real De Macaira,1743,707,15,0,3,1,2469,48
Guarico,Monagas,Lezama,1647,830,16,1,2,1,2497,59
Guarico,Monagas,San Rafael De Orituco,1886,702,11,1,0,0,2600,76
Guarico,Ribas,Tucupido,11941,7323,108,8,15,5,19400,352
Guarico,Roscio,Cantagallo,1011,414,7,0,0,0,1432,12
Guarico,Roscio,Parapara,1505,540,6,0,2,1,2054,21
Guarico,Roscio,San Juan De Los Morros,37775,28387,375,33,24,17,66611,1237
Guarico,Zaraza,Zaraza,18514,9320,189,10,26,16,28075,482
Guarico,Zaraza,San Jose De Unare,1137,473,10,0,1,1,1622,52
Guarico,Camaguan,Camaguan,5291,3057,51,0,7,3,8409,210
Guarico,Camaguan,Puerto Miranda,1315,597,9,0,1,1,1923,57
Guarico,Camaguan,Uverito,780,296,11,1,3,0,1091,28
Guarico,S Jose De Guaribe,San Jose De Guaribe,4240,1981,40,1,2,1,6265,146
Guarico,Las Mercedes,Cabruta,3865,822,25,0,4,3,4719,98
Guarico,Las Mercedes,Las Mercedes,6214,3358,51,0,8,0,9631,334
Guarico,Las Mercedes,Sta Rita De Manapire,910,188,2,0,0,1,1101,20
Guarico,El Socorro,El Socorro,7105,3071,50,4,6,1,10237,217
Guarico,Ortiz,Ortiz,3588,1931,47,1,7,0,5574,97
Guarico,Ortiz,San Fco. De Tiznados,1430,305,8,0,1,1,1745,42
Guarico,Ortiz,S Lorenzo De Tiznados,1152,279,3,0,0,0,1434,17
Guarico,S Maria De Ipire,Santa Maria De Ipire,4897,2104,52,2,12,5,7072,142
Guarico,S Maria De Ipire,Altamira,555,56,1,0,3,0,615,15
Guarico,Chaguaramas,Chaguaramas,4970,2647,34,2,6,2,7661,223
Guarico,San Geronimo De G,Cazorla,1875,981,10,0,1,0,2867,40
Guarico,San Geronimo De G,Guayabal,4814,2051,41,0,6,0,6912,130
Lara,Crespo,Freitez,8824,8566,102,14,18,9,17533,424
Lara,Iribarren,Union,45141,34083,572,52,39,28,79915,1788
Lara,Iribarren,La Concepcion,32952,65043,464,68,48,21,98596,1517
Lara,Iribarren,Catedral,26849,54732,421,37,53,15,82107,1316
Lara,Iribarren,Santa Rosa,15671,32317,217,29,27,14,48275,717
Lara,Iribarren,Juan De Villegas,97849,71868,1269,111,159,65,171321,3738
Lara,Iribarren,El Cuji,11873,10453,185,21,24,6,22562,431
Lara,Iribarren,Tamaca,17367,12048,276,12,39,11,29753,674
Lara,Iribarren,Buena Vista,2986,850,17,2,6,5,3866,58
Lara,Iribarren,Juarez,4981,2740,51,7,12,2,7793,203
Lara,Jimenez,Juan B Rodriguez,13000,8500,152,14,13,10,21689,411
Lara,Jimenez,Diego De Lozada,2792,1446,36,0,5,0,4279,114
Lara,Jimenez,San Miguel,1696,436,21,0,2,1,2156,22
Lara,Jimenez,Cuara,1810,850,23,0,3,1,2687,48
Lara,Jimenez,Crnel. Mariano Peraza,4532,2906,62,10,9,5,7524,188
Lara,Jimenez,Jose Bernardo Dorante,4379,1941,46,3,7,2,6378,163
Lara,Moran,Bolivar,21573,15111,234,18,28,12,36976,847
Lara,Moran,Anzoategui,2145,786,14,0,3,3,2951,68
Lara,Moran,Humocaro Alto,3984,915,31,1,9,2,4942,102
Lara,Moran,Hilario Luna Y Luna,4200,662,36,1,10,9,4918,99
Lara,Moran,La Candelaria,926,97,1,1,1,0,1026,28
Lara,Palavecino,Cabudare,14259,20397,238,18,22,7,34941,545
Lara,Palavecino,Agua Viva,4055,3974,46,4,12,2,8093,188
Lara,Torres,Antonio Diaz,1647,966,12,1,2,0,2628,48
Lara,Torres,Trinidad Samuel,30218,29652,308,24,32,25,60259,1223
Lara,Torres,Espinoza Los Monteros,2123,1134,16,3,2,1,3279,82
Lara,Torres,Lara,554,335,4,1,1,0,895,14
Lara,Torres,Camacaro,3848,1653,15,0,9,1,5526,88
Lara,Torres,Monta A Verde,3781,1622,46,4,14,2,5469,97
Lara,Torres,Montes De Oca,1262,861,9,1,3,0,2136,50
Lara,Torres,Torres,463,261,4,0,2,0,730,14
Lara,Torres,Manuel Morillo,1250,571,7,1,0,0,1829,42
Lara,Torres,Reyes Vargas,1249,437,7,0,4,1,1698,32
Lara,Torres,Las Mercedes,2769,1600,20,1,3,4,4397,108
Lara,Torres,Cecilio Zubillaga,2777,878,16,1,3,0,3675,74
Lara,Torres,Altagracia,545,583,4,2,0,0,1134,17
Lara,Urdaneta,Xaguas,1010,1102,10,0,3,0,2125,33
Lara,Urdaneta,San Miguel,4794,2278,44,2,11,2,7131,90
Lara,Urdaneta,Siquisique,8752,4642,66,2,18,5,13485,306
Lara,Urdaneta,Moroturo,8198,2937,72,3,17,6,11233,196
Lara,Andres E Blanco,Yacambu,3089,1039,23,2,7,4,4164,88
Lara,Andres E Blanco,Pio Tamayo,9905,7055,100,8,7,8,17083,312
Lara,Andres E Blanco,Qbda. Honda De Guache,2871,298,7,2,4,2,3184,24
Lara,Simon Planas,Sarare,6756,2372,43,6,10,7,9194,198
Lara,Simon Planas,Gustavo Vegas Leon,4819,1585,43,1,3,5,6456,128
Lara,Simon Planas,Buria,3059,1011,27,2,5,2,4106,112
Merida,Alberto Adriani,Jose Nucete Sardi,968,209,4,0,0,0,1181,25
Merida,Alberto Adriani,Gabriel Picon G.,1399,1025,12,0,1,2,2439,55
Merida,Alberto Adriani,Pte. Romulo Gallegos,7277,6801,52,2,7,6,14145,257
Merida,Alberto Adriani,Hector Amable Mora,3186,1949,17,3,4,1,5160,109
Merida,Alberto Adriani,Presidente Paez,9869,9171,87,4,10,8,19149,381
Merida,Andres Bello,La Azulita,4805,3021,26,3,0,0,7855,145
Merida,Arzobispo Chacon,Canagua,1106,950,5,0,1,2,2064,44
Merida,Arzobispo Chacon,Capuri,290,148,0,0,0,0,438,5
Merida,Arzobispo Chacon,Chacanta,721,335,5,1,1,0,1063,7
Merida,Arzobispo Chacon,Mucuchachi,650,414,6,0,0,0,1070,14
Merida,Arzobispo Chacon,Mucutuy,722,694,5,1,1,0,1423,56
Merida,Campo Elias,Acequias,292,144,4,0,0,0,440,6
Merida,Campo Elias,Jaji,1086,927,3,0,1,2,2019,34
Merida,Campo Elias,La Mesa,1529,1128,5,0,0,1,2663,61
Merida,Campo Elias,Montalban,7320,9299,40,4,2,3,16668,272
Merida,Campo Elias,Matriz,12104,11893,107,16,10,9,24139,464
Merida,Campo Elias,Fernandez Pena,3304,3945,23,8,4,1,7285,194
Merida,Guaraque,Mesa De Quintero,438,245,0,0,0,0,683,8
Merida,Guaraque,Guaraque,1793,1047,2,0,0,1,2843,51
Merida,Guaraque,Rio Negro,1018,1087,0,0,1,0,2106,30
Merida,Julio Cesar Salas,Arapuey,3969,2022,19,0,1,2,6013,138
Merida,Julio Cesar Salas,Palmira,953,576,5,0,0,0,1534,12
Merida,Justo Brice#O,San Cristobal De T,645,415,0,0,0,1,1061,21
Merida,Libertador,Juan Rodriguez Suarez,2317,9449,25,6,5,4,11806,127
Merida,Libertador,Jacinto Plaza,7683,6550,65,3,11,6,14318,295
Merida,Libertador,Arias,4250,5839,39,8,3,3,10142,214
Merida,Libertador,Milla,5124,9357,60,10,3,10,14564,249
Merida,Libertador,Sagrario,1215,2948,12,5,2,0,4182,73
Merida,Libertador,Gonzalo Picon Febres,1864,2209,14,0,2,4,4093,89
Merida,Libertador,Domingo Pena,5925,10482,56,10,4,5,16482,238
Merida,Libertador,Antonio Spinetti Dini,5929,10952,42,11,5,4,16943,253
Merida,Libertador,Los Nevados,350,111,0,0,0,0,461,15
Merida,Libertador,El Morro,735,369,2,0,0,0,1106,22
Merida,Libertador,Mariano Picon Salas,2540,6238,26,2,2,6,8814,125
Merida,Santos Marquina,Tabay,5205,4763,32,6,10,6,10022,219
Merida,Miranda,Chachopo,4829,4571,30,3,7,3,9443,247
Merida,Miranda,Pinango,544,357,3,1,0,1,906,14
Merida,Miranda,La Venta,425,575,8,0,0,0,1008,25
Merida,Antonio Pinto S.,Sta Cruz De Mora,5428,5385,39,1,3,1,10857,185
Merida,Antonio Pinto S.,Mesa De Las Palmas,974,560,0,1,0,0,1535,32
Merida,Ob. Ramos De Lora,Pq R De Alcazar,1801,1136,7,0,1,0,2945,51
Merida,Caracciolo Parra,Florencio Ramirez,2143,1023,10,1,1,0,3178,58
Merida,Cardenal Quintero,Santo Domingo,1789,1344,9,0,1,0,3143,102
Merida,Cardenal Quintero,Las Piedras,1713,764,11,1,1,0,2490,50
Merida,Rangel,Mucuchies,2131,2353,10,0,0,3,4497,104
Merida,Rangel,Mucuruba,1052,1016,10,1,1,1,2081,46
Merida,Rangel,San Rafael,1104,1075,17,0,3,0,2199,79
Merida,Rangel,Cacute,482,357,3,0,0,0,842,37
Merida,Rangel,La Toma,635,462,2,1,0,0,1100,56
Merida,Rivas Davila,Bailadores,4606,4345,35,5,2,2,8995,181
Merida,Rivas Davila,Geronimo Maldonado,1042,1177,9,1,0,0,2229,28
Merida,Sucre,Chiguara,2510,2050,11,1,3,1,4576,120
Merida,Sucre,Estanques,1535,846,9,0,0,2,2392,40
Merida,Sucre,Pueblo Nuevo Del Sur,1498,700,6,2,2,0,2208,28
Merida,Sucre,La Trampa,844,372,7,0,4,0,1227,25
Merida,Tovar,El Llano,2359,3585,16,1,1,3,5965,76
Merida,Tovar,Tovar,6313,7152,44,3,6,0,13518,240
Merida,Tovar,El Amparo,749,514,3,0,0,0,1266,29
Merida,Tovar,San Francisco,866,680,2,1,0,0,1549,13
Merida,Tulio F Cordero,Santa Apolonia,1002,702,4,1,1,0,1710,28
Merida,Tulio F Cordero,Nueva Bolivia,4908,3248,41,3,4,4,8208,164
Merida,Tulio F Cordero,Maria C Palacios,1658,546,7,0,1,0,2212,72
Merida,Padre Noguera,Sta Maria De Caparo,1054,1004,15,0,1,0,2074,32
Merida,Aricagua,Aricagua,950,1326,6,0,1,0,2283,37
Merida,Aricagua,San Antonio,335,327,1,0,1,0,664,7
Merida,Zea,Zea,2133,2730,16,3,3,1,4886,56
Merida,Zea,Cano El Tigre,1046,692,8,0,1,0,1747,31
Miranda,Acevedo,Ribas,2918,987,13,3,2,1,3924,68
Miranda,Acevedo,Araguita,2741,840,13,0,3,1,3598,90
Miranda,Acevedo,Panaquire,2649,1005,13,1,3,1,3672,112
Miranda,Acevedo,Caucagua,9272,4963,82,14,12,6,14349,381
Miranda,Acevedo,Arevalo Gonzalez,2311,737,13,0,4,1,3066,89
Miranda,Acevedo,Capaya,3882,1849,23,4,5,0,5763,215
Miranda,Acevedo,El Cafe,2200,757,14,0,2,0,2973,56
Miranda,Acevedo,Marizapa,3180,1230,22,2,2,1,4437,199
Miranda,Brion,Higuerote,9638,6849,74,11,12,4,16588,503
Miranda,Brion,Curiepe,4515,1865,27,3,6,2,6418,175
Miranda,Brion,Tacarigua,4683,2745,42,8,2,0,7480,188
Miranda,Guaicaipuro,Los Teques,61846,60143,511,108,69,51,122728,2368
Miranda,Guaicaipuro,San Pedro,2915,3061,29,5,5,2,6017,160
Miranda,Guaicaipuro,Paracotos,4127,2594,20,4,10,0,6755,160
Miranda,Guaicaipuro,El Jarillo,814,860,6,1,0,2,1683,61
Miranda,Guaicaipuro,Tacata,1653,795,10,3,2,0,2463,44
Miranda,Guaicaipuro,Altagracia De La M,1181,748,11,0,2,1,1943,74
Miranda,Independencia,Sta Teresa Del Tuy,26203,10713,141,15,29,14,37115,787
Miranda,Independencia,El Cartanal,26259,8761,180,30,20,7,35257,785
Miranda,Lander,Ocumare Del Tuy,47028,16612,309,44,38,18,64049,1469
Miranda,Lander,La Democracia,706,191,2,0,0,0,899,20
Miranda,Lander,Santa Barbara,5231,1254,18,5,5,2,6515,154
Miranda,Paez,Rio Chico,6579,4321,37,2,5,4,10948,328
Miranda,Paez,Paparo,532,312,5,0,0,0,849,17
Miranda,Paez,Tacarigua De La Laguna,1459,1128,12,2,1,0,2602,63
Miranda,Paez,Sn Fernando Del Guapo,1202,562,14,0,1,1,1780,57
Miranda,Paz Castillo,Santa Lucia,38237,12093,234,33,29,13,50639,1078
Miranda,Plaza,Guarenas,67489,44986,455,94,49,24,113097,2269
Miranda,Sucre,Leoncio Martinez,9889,35659,89,37,12,10,45696,572
Miranda,Sucre,La Dolorita,11755,4979,99,13,17,10,16873,461
Miranda,Sucre,Petare,116235,133879,923,181,128,69,251415,4210
Miranda,Urdaneta,Nueva Cua,15710,4547,102,12,13,14,20398,502
Miranda,Urdaneta,Cua,28261,17458,199,49,28,14,46009,1111
Miranda,Zamora,Bolivar,7990,3320,35,12,7,2,11366,227
Miranda,Cristobal Rojas,Charallave,35542,19917,262,48,25,17,55811,1313
Miranda,Cristobal Rojas,Las Brisas,5861,2320,41,10,6,5,8243,247
Miranda,Los Salias,San Antonio Los Altos,10862,34740,74,42,21,9,45748,474
Miranda,Andres Bello,Cumbo,367,270,2,1,0,1,641,25
Miranda,Simon Bolivar,San Fco De Yare,10830,4845,57,9,8,4,15753,360
Miranda,Baruta,Las Minas De Baruta,9793,18346,71,12,13,4,28239,398
Miranda,Baruta,Baruta,24154,90311,211,77,32,24,114809,1162
Miranda,Carrizal,Carrizal,12875,16504,101,39,21,8,29548,529
Miranda,Chacao,Chacao,10910,48262,128,40,26,13,59379,698
Miranda,El Hatillo,El Hatillo,7329,32950,82,18,16,4,40399,407
Miranda,Buroz,Mamporal,8728,3731,51,4,5,1,12520,326
Miranda,Pedro Gual,Cupira,5936,3481,62,4,4,5,9492,282
Monagas,Acosta,San Antonio,3807,3800,27,4,2,0,7640,163
Monagas,Acosta,San Francisco,2281,1531,6,3,2,1,3824,102
Monagas,Bolivar,Caripito,13063,7414,101,5,4,6,20593,442
Monagas,Caripe,Caripe,3547,3279,19,1,6,2,6854,149
Monagas,Caripe,Teresen,2900,1140,9,0,4,2,4055,95
Monagas,Caripe,San Agustin,1335,732,8,0,3,2,2080,48
Monagas,Caripe,La Guanota,918,525,12,2,4,0,1461,16
Monagas,Caripe,Sabana De Piedra,607,594,2,0,1,0,1204,38
Monagas,Cede#O,Areo,2367,786,23,0,1,0,3177,62
Monagas,Cede#O,San Felix,1300,1482,9,0,0,0,2791,33
Monagas,Cede#O,Caicara,4376,6282,58,4,14,1,10735,173
Monagas,Cede#O,Viento Fresco,1129,870,14,1,1,0,2015,50
Monagas,Ezequiel Zamora,El Tejero,3871,2076,24,1,2,2,5976,184
Monagas,Ezequiel Zamora,Punta De Mata,17306,10054,157,8,12,8,27545,670
Monagas,Libertador,Temblador,12011,4716,135,4,6,6,16878,384
Monagas,Libertador,Tabasca,1401,552,16,2,3,0,1974,49
Monagas,Libertador,Chaguaramas,2230,488,14,1,2,1,2736,78
Monagas,Libertador,Las Alhuacas,588,175,3,0,0,0,766,14
Monagas,Maturin,El Furrial,3516,1856,34,4,4,0,5414,128
Monagas,Maturin,La Pica,4725,2504,45,4,3,4,7285,197
Monagas,Maturin,Jusepin,5107,1772,42,1,1,2,6925,129
Monagas,Maturin,El Corozo,2048,1083,18,3,2,0,3154,98
Monagas,Maturin,San Vicente,3293,1564,31,1,2,1,4892,89
Monagas,Maturin,Boqueron,16395,12587,183,9,16,6,29196,597
Monagas,Maturin,San Simon,37873,39049,451,31,41,16,77461,1278
Monagas,Maturin,Alto De Los Godos,40861,29600,448,21,26,10,70966,1111
Monagas,Maturin,Santa Cruz,10349,9286,112,6,11,4,19768,357
Monagas,Piar,Aragua,3566,2005,26,0,4,0,5601,112
Monagas,Piar,Aparicio,1352,893,7,0,2,0,2254,38
Monagas,Piar,Chaguaramal,2786,1614,22,3,0,2,4427,90
Monagas,Piar,Guanaguana,1816,1099,8,1,4,0,2928,79
Monagas,Piar,Taguaya,1140,754,8,0,1,0,1903,26
Monagas,Piar,El Pinto,1251,414,16,0,2,3,1686,27
Monagas,Piar,La Toscana,3590,1859,27,2,0,2,5480,105
Monagas,Punceres,Quiriquire,5703,2844,74,3,3,4,8631,205
Monagas,Punceres,Cachipo,4751,2912,42,4,0,2,7711,154
Monagas,Sotillo,Barrancas,4864,2665,55,2,5,0,7591,166
Monagas,Sotillo,Los Barrancos De Fajardo,2991,605,30,0,5,1,3632,72
Monagas,Aguasay,Aguasay,5276,2965,59,0,4,1,8305,212
Monagas,Santa Barbara,Santa Barbara,3720,2233,28,6,1,0,5988,164
Monagas,Uracoa,Uracoa,2757,2931,24,1,4,1,5718,171
Nva.Esparta,Arismendi,La Asuncion,7003,9996,59,10,6,3,17077,311
Nva.Esparta,Diaz,San Juan Bautista,12616,9910,106,8,2,5,22647,633
Nva.Esparta,Diaz,Zabala,6196,3446,46,5,3,4,9700,286
Nva.Esparta,Gomez,Santa Ana,4871,3260,37,4,1,0,8173,102
Nva.Esparta,Gomez,Guevara,1628,1610,17,0,1,0,3256,45
Nva.Esparta,Gomez,Sucre,3007,2492,31,1,0,0,5531,93
Nva.Esparta,Gomez,Matasiete,1683,1406,18,0,0,0,3107,41
Nva.Esparta,Maneiro,Pampatar,5415,7397,29,6,1,0,12848,202
Nva.Esparta,Marcano,Juan Griego,6662,5141,63,2,8,4,11880,194
Nva.Esparta,Marcano,Adrian,5023,3483,53,2,5,0,8566,159
Nva.Esparta,Penin. De Macanao,Boca Del Rio,3329,2912,32,3,0,1,6277,77
Nva.Esparta,Penin. De Macanao,San Francisco,4408,2621,25,4,4,0,7062,102
Nva.Esparta,Villalba(I.Coche),San Pedro De Coche,1770,1382,15,1,10,0,3178,57
Nva.Esparta,Tubores,Punta De Piedras,7683,5775,54,2,5,2,13521,262
Nva.Esparta,Tubores,Los Barales,2950,1753,19,1,1,0,4724,92
Nva.Esparta,Antolin Del Campo,La Plaza De Paraguachi,8423,8052,80,8,1,3,16567,250
Nva.Esparta,Garcia,Valle Esp Santo,2819,3498,26,4,2,1,6350,131
Nva.Esparta,Garcia,Francisco Fajardo,13777,9777,131,9,6,1,23701,511
Portuguesa,Araure,Rio Acarigua,5270,814,28,1,10,4,6127,104
Portuguesa,Esteller,Piritu,15170,4382,138,6,16,10,19722,435
Portuguesa,Esteller,Uveral,3179,497,30,1,6,4,3717,74
Portuguesa,Guanare,Cordoba,1188,232,8,1,1,0,1430,25
Portuguesa,Guanare,San Jose De La Montana,755,232,6,0,0,0,993,11
Portuguesa,Guanare,San Juan Guanaguanare,5274,2268,51,3,11,3,7610,162
Portuguesa,Guanare,Virgen De La Coromoto,4046,1027,42,1,6,1,5123,171
Portuguesa,Guanarito,Guanarito,10274,4802,56,1,29,6,15168,370
Portuguesa,Guanarito,Trinidad De La Capilla,1433,203,4,2,4,1,1647,26
Portuguesa,Ospino,Aparicion,4007,1022,29,1,6,2,5067,112
Portuguesa,Ospino,La Estacion,4252,751,41,0,7,2,5053,118
Portuguesa,Paez,Ramon Peraza,2435,541,20,0,3,0,2999,100
Portuguesa,Paez,Payara,4769,575,26,3,3,5,5381,89
Portuguesa,Paez,Acarigua,59491,28002,542,55,45,32,88167,1888
Portuguesa,Sucre,Concepcion,1688,463,8,0,1,1,2161,53
Portuguesa,Sucre,San Rafael Palo Alzado,1374,527,6,0,2,0,1909,40
Portuguesa,Sucre,Uvencio A Velasquez,2403,1044,16,0,4,1,3468,67
Portuguesa,Sucre,San Jose De Saguaz,865,272,7,0,2,0,1146,29
Portuguesa,Sucre,Villa Rosa,2499,925,18,3,6,1,3452,54
Portuguesa,Turen,Villa Bruzual,16880,6687,157,9,13,5,23751,430
Portuguesa,Turen,San Isidro Labrador,2143,748,18,2,2,0,2913,35
Portuguesa,Turen,Santa Cruz,2100,361,19,1,10,2,2493,69
Portuguesa,M.Jose V De Unda,Pena Blanca,1393,352,14,0,2,1,1762,37
Portuguesa,Papelon,Cano Delgadito,4363,720,26,1,7,5,5122,118
Portuguesa,Genaro Boconoito,Boconoito,6805,1468,53,1,4,1,8332,172
Portuguesa,Genaro Boconoito,Antolin Tovar Aquino,4134,714,22,0,5,3,4878,115
Portuguesa,S Rafael De Onoto,Santa Fe,652,181,1,0,2,1,837,12
Portuguesa,S Rafael De Onoto,San Rafael De Onoto,5627,2193,56,2,3,1,7882,185
Portuguesa,Santa Rosalia,El Playon,6250,1341,35,0,2,4,7632,116
Portuguesa,Santa Rosalia,Florida,1829,215,16,1,1,1,2063,34
Sucre,Arismendi,Rio Caribe,8876,4619,41,1,3,2,13542,184
Sucre,Arismendi,El Morro De Pto Santo,2873,1336,10,3,1,2,4225,57
Sucre,Arismendi,Antonio Jose De Sucre,904,387,5,0,1,0,1297,31
Sucre,Benitez,El Pilar,6734,3044,35,2,7,3,9825,130
Sucre,Benitez,El Rincon,1162,765,12,0,2,0,1941,30
Sucre,Benitez,Tunapuicito,1115,302,1,0,2,1,1421,21
Sucre,Benitez,Union,838,270,1,0,0,0,1109,11
Sucre,Benitez,Gral Fco. A Vasquez,722,451,2,0,0,0,1175,17
Sucre,Bermudez,Santa Teresa,1656,1566,13,0,2,0,3237,34
Sucre,Bermudez,Bolivar,11362,5454,76,2,10,3,16907,290
Sucre,Bermudez,Macarapana,1972,1362,15,0,0,0,3349,55
Sucre,Bermudez,Santa Rosa,9330,7361,58,7,10,4,16770,291
Sucre,Cajigal,Paujil,1313,588,7,0,0,0,1908,42
Sucre,Cajigal,Libertad,2123,676,15,1,1,0,2816,57
Sucre,Mari#O,San Antonio De Irapa,736,384,3,0,0,0,1123,20
Sucre,Mari#O,Irapa,3516,2289,18,1,0,1,5825,95
Sucre,Mari#O,Marabal,889,299,6,0,3,0,1197,15
Sucre,Mejia,San Ant Del Golfo,5273,3474,31,1,5,2,8786,134
Sucre,Montes,Cumanacoa,7554,3820,48,4,6,3,11435,166
Sucre,Montes,Arenas,2510,981,23,0,0,2,3516,54
Sucre,Montes,Aricagua,2369,1474,21,1,5,1,3871,62
Sucre,Montes,Cocollar,1356,1014,2,0,1,2,2375,27
Sucre,Montes,San Fernando,2577,882,5,0,3,1,3468,44
Sucre,Ribero,Cariaco,10744,5306,66,1,7,3,16127,269
Sucre,Ribero,Catuaro,2799,1260,11,2,3,1,4076,70
Sucre,Ribero,Santa Cruz,820,301,2,0,1,0,1124,29
Sucre,Sucre,Ayacucho,14423,12331,134,10,12,14,26924,430
Sucre,Sucre,Raul Leoni,4307,2353,45,3,4,2,6714,147
Sucre,Sucre,Gran Mariscal,2523,1706,19,5,5,2,4260,90
Sucre,Sucre,San Juan,4711,2170,42,4,6,3,6936,135
Sucre,Valdez,Punta De Piedra,1623,794,3,0,2,0,2422,32
Sucre,Valdez,Bideau,930,172,6,0,0,0,1108,19
Sucre,Andres E Blanco,Romulo Gallegos,2401,1649,13,1,2,2,4068,70
Sucre,Andres E Blanco,Marino,5445,4224,55,2,6,5,9737,168
Sucre,Libertador,Tunapuy,3434,1894,16,3,2,2,5351,125
Sucre,Andres Mata,Tavera Acosta,3409,1537,18,1,2,1,4968,62
Sucre,Andres Mata,San Jose De Areocuar,4564,2672,11,4,2,0,7253,141
Sucre,Bolivar,Mariguitar,6355,5235,57,1,4,1,11653,221
Sucre,Cruz S Acosta,Araya,6782,3553,44,1,8,2,10390,199
Sucre,Cruz S Acosta,Chacopata,2750,1338,13,0,4,0,4105,65
Sucre,Cruz S Acosta,Manicuare,2994,1471,21,1,0,1,4488,65
Tachira,Ayacucho,San Pedro Del Rio,771,849,7,0,2,0,1629,35
Tachira,Bolivar,Juan Vicente Gomez,410,444,3,0,0,0,857,25
Tachira,Bolivar,Isaias Medina Angarit,577,395,6,0,1,0,979,27
Tachira,Bolivar,San Ant Del Tachira,9085,14661,114,7,3,5,23875,575
Tachira,Ayacucho,Colon,10952,14215,85,7,3,5,25267,553
Tachira,Independencia,Juan German Roscio,2528,2608,32,1,0,3,5172,126
Tachira,Independencia,Roman Cardenas,799,925,7,1,1,0,1733,35
Tachira,Independencia,Capacho Nuevo,5733,7450,64,4,3,2,13256,282
Tachira,Cardenas,Tariba,17420,27752,175,15,13,3,45378,945
Tachira,Cardenas,La Florida,806,453,0,0,0,1,1260,25
Tachira,Cardenas,Amenodoro Rangel Lamu,3900,6338,29,8,1,2,10278,189
Tachira,Jauregui,Mons. Miguel A Salas,870,602,11,0,2,0,1485,50
Tachira,Jauregui,Emilio C. Guerrero,653,580,3,0,0,0,1236,29
Tachira,Jauregui,La Grita,8580,10629,79,5,13,7,19313,417
Tachira,Junin,La Petrolea,625,466,7,0,0,0,1098,29
Tachira,Junin,Quinimari,471,473,2,0,0,1,947,14
Tachira,Lobatera,Constitucion,1947,1434,12,1,0,0,3394,58
Tachira,San Cristobal,La Concordia,22054,36594,209,22,29,12,58920,1033
Tachira,San Cristobal,San Sebastian,4685,5665,51,3,5,4,10413,224
Tachira,San Cristobal,Dr. Fco. Romero Lobo,429,382,1,0,0,0,812,23
Tachira,Uribante,Pregonero,3493,3549,16,1,1,1,7061,147
Tachira,Uribante,Cardenas,1012,858,3,0,1,0,1874,17
Tachira,Uribante,Potosi,469,550,1,0,0,1,1021,24
Tachira,Uribante,Juan Pablo Penaloza,798,530,2,1,0,0,1331,28
Tachira,Cordoba,Sta. Ana  Del Tachira,7670,8247,62,10,1,1,15991,499
Tachira,Garcia De Hevia,La Fria,12902,8707,108,3,4,4,21728,394
Tachira,Garcia De Hevia,Boca De Grita,815,690,6,1,0,0,1512,52
Tachira,Garcia De Hevia,Jose Antonio Paez,1481,843,2,0,1,0,2327,59
Tachira,Michelena,Michelena,5546,5391,40,9,5,2,10993,202
Tachira,Libertador,San Joaquin De Navay,782,865,10,1,1,0,1659,32
Tachira,Libertador,Emeterio Ochoa,1379,1443,4,3,0,2,2831,36
Tachira,Libertador,Abejales,2547,2474,12,1,1,0,5035,109
Tachira,Libertador,Doradas,1253,1080,13,0,3,2,2351,18
Tachira,Panamericano,Coloncito,5908,5693,51,1,3,3,11659,261
Tachira,Panamericano,La Palmita,1981,1101,21,1,0,1,3105,67
Tachira,Pedro Maria Ure#A,Urena,7290,8875,78,4,9,1,16257,400
Tachira,Sucre,San Pablo,957,500,2,0,0,0,1459,16
Tachira,Sucre,Eleazar Lopez Contrera,156,201,0,0,0,0,357,4
Tachira,Sucre,Queniquea,1802,1368,5,1,0,0,3176,45
Tachira,Andres Bello,Cordero,5740,8096,42,9,6,2,13895,310
Tachira,Fernandez Feo,San Rafael Del Pinal,4457,4343,56,1,4,1,8862,184
Tachira,Fernandez Feo,Santo Domingo,3051,2266,34,4,2,1,5358,127
Tachira,Fernandez Feo,Alberto Adriani,4322,2736,30,1,4,3,7096,172
Tachira,Libertad,Cipriano Castro,1095,952,8,0,1,0,2056,25
Tachira,Libertad,Capacho Viejo,3844,3402,29,3,2,3,7283,196
Tachira,Libertad,Manuel Felipe Rugeles,2606,2618,22,1,1,1,5249,147
Tachira,Samuel Maldonado,La Tendida,2695,2189,14,2,0,0,4900,127
Tachira,Samuel Maldonado,Bocono,1370,816,2,1,2,2,2193,51
Tachira,Samuel Maldonado,Hernandez,1208,898,4,1,0,0,2111,39
Tachira,Antonio Romulo C,Las Mesas,3823,2163,27,2,0,2,6017,169
Tachira,Rafael Urdaneta,Delicias,2208,1690,17,3,3,1,3922,103
Tachira,Simon Rodriguez,San Simon,953,1103,7,0,4,0,2067,41
