Estado,Municipio,Parroquia,Hugo Chavez,Henrique Capriles Radonski,Reina Sequera,Maria Bolivar,Luis Reyes,Orlando Chirino,Valid votes,Null votes
Tachira,San Judas Tadeo,Umuquena,3535,2216,24,1,3,0,5779,150
Trujillo,Rafael Rangel,Jose G Hernandez,2055,1344,20,4,1,1,3425,54
Trujillo,Rafael Rangel,La Pueblita,1830,1428,15,0,3,0,3276,75
Trujillo,Bocono,Bocono,8069,5062,66,9,15,7,13228,304
Trujillo,Bocono,General Rivas,1545,746,10,1,6,3,2311,65
Trujillo,Bocono,Monsenor Jauregui,2086,656,14,2,2,2,2762,68
Trujillo,Bocono,San Jose,2381,477,11,1,5,0,2875,53
Trujillo,Bocono,San Miguel,2052,243,5,1,2,1,2304,24
Trujillo,Bocono,La Vega De Guaramacal,793,63,2,0,1,0,859,31
Trujillo,Bocono,Guaramacal,818,42,0,0,0,1,861,6
Trujillo,Carache,Cuicas,2829,813,14,1,4,0,3661,41
Trujillo,Carache,Carache,4407,2481,32,0,4,2,6926,150
Trujillo,Carache,Panamericana,1364,191,8,0,1,0,1564,20
Trujillo,Carache,Santa Cruz,1026,312,8,1,0,0,1347,41
Trujillo,Bocono,Rafael Rangel,1929,514,14,1,3,1,2462,46
Trujillo,Escuque,Sabana Libre,2210,1680,14,0,2,0,3906,77
Trujillo,Escuque,La Union,1079,770,10,0,0,1,1860,32
Trujillo,Escuque,Escuque,5437,3249,39,3,3,0,8731,149
Trujillo,Escuque,Santa Rita,1272,569,11,1,1,0,1854,39
Trujillo,Trujillo,Chiquinquira,3423,2543,29,2,3,0,6000,94
Trujillo,Trujillo,Cristobal Mendoza,5395,3411,39,9,1,0,8855,140
Trujillo,Trujillo,Monsenor Carrillo,3898,1893,34,1,5,0,5831,111
Trujillo,Trujillo,Andres Linares,1354,714,3,0,5,0,2076,48
Trujillo,Trujillo,Tres Esquinas,1869,1111,11,0,4,0,2995,61
Trujillo,Trujillo,Matriz,2908,2717,20,5,6,1,5657,106
Trujillo,Trujillo,Cruz Carrillo,1585,1135,12,3,2,0,2737,44
Trujillo,Urdaneta,La Mesa,2707,1348,22,1,2,0,4080,95
Trujillo,Urdaneta,Jajo,2277,1485,8,0,1,1,3772,68
Trujillo,Urdaneta,Cabimbu,830,695,1,0,3,1,1530,7
Trujillo,Urdaneta,Tuname,1670,568,15,0,10,2,2265,49
Trujillo,Valera,Mercedes Diaz,19334,13865,128,17,17,14,33375,615
Trujillo,Valera,Mendoza,2939,2212,20,3,2,3,5179,82
Trujillo,Valera,La Puerta,3207,2222,18,3,2,0,5452,98
Trujillo,Candelaria,Cegarra,483,149,2,0,0,0,634,8
Trujillo,Candelaria,Carrillo,1003,285,1,0,0,0,1289,13
Trujillo,Candelaria,Bolivia,1498,309,9,0,2,0,1818,21
Trujillo,Candelaria,Arnoldo Gabaldon,1333,249,5,0,0,1,1588,18
Trujillo,Candelaria,Manuel Salvador Ulloa,956,194,4,0,0,0,1154,33
Trujillo,Candelaria,San Jose,1650,275,9,0,2,0,1936,22
Trujillo,Candelaria,Chejende,4987,1631,27,1,2,1,6649,127
Trujillo,Miranda,El Dividive,3819,2223,18,0,0,0,6060,154
Trujillo,Miranda,Agua Caliente,657,166,4,0,0,0,827,14
Trujillo,Miranda,Valerita,363,59,7,0,0,0,429,7
Trujillo,Miranda,El Cenizo,1157,234,8,0,2,0,1401,27
Trujillo,Monte Carmelo,Monte Carmelo,2748,1196,20,0,2,0,3966,69
Trujillo,Monte Carmelo,Sta Maria Del Horcon,666,178,1,1,0,0,846,21
Trujillo,Monte Carmelo,Buena Vista,2587,863,7,0,0,1,3458,71
Trujillo,Motatan,Motatan,4689,2131,29,2,0,1,6852,182
Trujillo,Motatan,El Bano,880,371,2,0,1,0,1254,27
Trujillo,Pampan,La Paz,6717,2100,41,1,6,2,8867,202
Trujillo,Pampan,Santa Ana,3535,907,11,1,2,1,4457,62
Trujillo,Pampan,Pampan,2832,2296,28,2,0,1,5159,112
Trujillo,S Rafael Carvajal,Jose Leonardo Suarez,3296,1617,20,1,1,0,4935,112
Trujillo,S Rafael Carvajal,Campo Alegre,6497,4627,33,1,3,1,11162,208
Trujillo,S Rafael Carvajal,Antonio N Briceno,3554,2459,15,2,4,1,6035,109
Trujillo,S Rafael Carvajal,Carvajal,3763,3546,16,3,2,1,7331,144
Trujillo,Sucre,Sabana De Mendoza,3541,2451,25,2,0,3,6022,106
Trujillo,Sucre,El Paraiso,632,289,0,0,0,0,921,20
Trujillo,Sucre,Junin,1452,657,3,0,0,0,2112,22
Trujillo,Sucre,Valmore Rodriguez,4331,1836,22,0,5,4,6198,108
Trujillo,Andres Bello,Araguaney,738,400,2,0,0,0,1140,22
Trujillo,Andres Bello,Santa Isabel,2419,1125,10,1,3,0,3558,99
Trujillo,Andres Bello,La Esperanza,1452,478,3,0,0,0,1933,62
Trujillo,Bolivar,Sabana Grande,2943,1146,8,1,0,0,4098,83
Trujillo,Jose F M Ca#Izal,Antonio Jose De Sucre,357,295,1,0,0,0,653,9
Trujillo,Jose F M Ca#Izal,Los Caprichos,183,90,4,0,0,0,277,2
Trujillo,Jose F M Ca#Izal,El Socorro,1490,802,6,0,2,1,2301,43
Trujillo,Juan V Campo Eli,Arnoldo Gabaldon,1125,230,3,0,1,1,1360,22
Trujillo,La Ceiba,El Progreso,2039,655,5,0,0,1,2700,37
Trujillo,La Ceiba,Santa Apolonia,2115,555,4,0,0,0,2674,35
Trujillo,La Ceiba,La Ceiba,544,97,0,0,0,1,642,15
Trujillo,Juan V Campo Eli,Campo Elias,2161,762,8,2,2,1,2936,48
Trujillo,Pampanito,Pampanito Ii,3458,1488,21,0,2,2,4971,95
Trujillo,Pampanito,Pampanito,3997,2574,25,2,1,2,6601,125
Trujillo,Pampanito,La Concepcion,1654,1063,10,2,1,0,2730,51
Yaracuy,Bolivar,Aroa,11186,5646,81,3,8,7,16931,395
Yaracuy,Bruzual,Campo Elias,5261,1654,29,2,6,5,6957,161
Yaracuy,Bruzual,Chivacoa,18577,11187,160,17,23,16,29980,654
Yaracuy,Nirgua,Nirgua,14187,8579,118,14,17,13,22928,557
Yaracuy,Nirgua,Temerla,1240,327,7,1,0,0,1575,39
Yaracuy,San Felipe,San Felipe,13804,19574,155,16,23,6,33578,706
Yaracuy,San Felipe,Albarico,9298,5120,99,9,9,5,14540,373
Yaracuy,San Felipe,San Javier,5103,2551,45,2,4,3,7708,189
Yaracuy,Sucre,Guama,6746,5051,68,3,4,4,11876,287
Yaracuy,Urachiche,Urachiche,8504,3341,70,5,5,6,11931,322
Yaracuy,Pe#A,Yaritagua,29843,16735,250,17,38,14,46897,1083
Yaracuy,Pe#A,San Andres,2759,1580,34,3,6,1,4383,109
Yaracuy,Jose Antonio Paez,Sabana De Parra,7305,3028,77,2,7,2,10421,257
Yaracuy,La Trinidad,Boraure,5419,3971,49,3,3,2,9447,262
Yaracuy,Cocorote,Cocorote,10455,10957,106,14,11,7,21550,660
Yaracuy,Independencia,Independencia,14004,16799,178,15,20,6,31022,893
Yaracuy,Aristides Bastid,San Pablo,7386,3576,66,2,6,4,11040,273
Yaracuy,Manuel Monge,Yumare,7055,2528,33,3,5,7,9631,216
Yaracuy,Veroes,El Guayabo,5498,1674,27,2,5,2,7208,205
Zulia,Baralt,General Urdaneta,4740,1541,23,1,2,0,6307,73
Zulia,Baralt,Manuel Guanipa Matos,3607,2613,16,1,1,1,6239,92
Zulia,Baralt,Libertador,6197,4427,42,1,6,1,10674,179
Zulia,Baralt,Marcelino Briceno,1814,776,3,0,0,1,2594,30
Zulia,Baralt,Pueblo Nuevo,8094,5373,82,2,8,2,13561,256
Zulia,Baralt,San Timoteo,2952,1507,20,1,0,0,4480,47
Zulia,Santa Rita,Pedro Lucas Urribarri,1657,1015,5,0,0,0,2677,55
Zulia,Santa Rita,El Mene,1932,1403,16,3,1,1,3356,42
Zulia,Colon,Santa Cruz Del Zulia,2200,2235,4,0,1,1,4441,58
Zulia,Colon,Urribarri,3659,2164,23,1,3,2,5852,64
Zulia,Colon,San Carlos Del Zulia,4585,4333,34,2,3,0,8957,159
Zulia,Colon,Moralito,5740,3289,22,0,5,1,9057,161
Zulia,Colon,Santa Barbara,13923,11535,77,6,4,6,25551,429
Zulia,Santa Rita,Jose Cenovio Urribarr,4920,3810,28,2,2,5,8767,131
Zulia,Mara,Mons.Marcos Sergio G,1638,390,1,0,0,0,2029,18
Zulia,Mara,Ricaurte,15529,7653,86,6,13,9,23296,485
Zulia,Mara,Las Parcelas,6007,1628,16,1,8,2,7662,81
Zulia,Mara,Tamare,5482,2251,24,1,4,1,7763,98
Zulia,Maracaibo,Bolivar,5262,10565,30,5,7,2,15871,168
Zulia,Maracaibo,Coquivacoa,22832,29787,119,23,13,2,52776,728
Zulia,Maracaibo,Santa Lucia,8022,15953,49,12,7,3,24046,313
Zulia,Maracaibo,Chiquinquira,11103,24487,105,18,11,8,35732,536
Zulia,Maracaibo,Caracciolo Parra Perez,13299,23323,88,24,7,4,36745,498
Zulia,Maracaibo,Olegario Villalobos,11209,39288,97,25,15,2,50636,512
Zulia,Maracaibo,Cristo De Aranza,29194,33897,144,19,24,8,63286,917
Zulia,Maracaibo,Idelfonzo Vasquez,29462,17571,149,12,28,18,47240,949
Zulia,Maracaibo,Juana De Avila,13455,30257,100,15,19,2,43848,458
Zulia,Maracaibo,Cacique Mara,18282,20335,98,21,17,0,38753,563
Zulia,Maracaibo,Luis Hurtado Higuera,19336,10461,82,7,7,4,29897,457
Zulia,Maracaibo,Francisco Eugenio B,45147,36023,207,40,53,16,81486,1312
Zulia,Maracaibo,San Isidro,9422,3931,38,5,11,2,13409,218
Zulia,Maracaibo,Antonio Borjas Romero,21547,11622,111,13,9,11,33313,664
Zulia,Maracaibo,Manuel Dagnino,22115,20437,128,25,18,4,42727,649
Zulia,Maracaibo,Venancio Pulgar,28144,16429,106,18,31,19,44747,860
Zulia,Maracaibo,Raul Leoni,11392,25350,62,19,9,4,36836,350
Zulia,Miranda,Faria,2219,1133,4,1,1,0,3358,61
Zulia,Miranda,San Antonio,2957,1901,17,2,4,2,4883,103
Zulia,Miranda,Ana Maria Campos,2608,1658,24,1,2,1,4294,71
Zulia,Miranda,Altagracia,19870,10173,88,6,10,4,30151,472
Zulia,Blvno Guajira,Elias Sanchez Rubio,3130,1497,19,0,2,0,4648,72
Zulia,Blvno Guajira,Sinamaica,5292,2567,40,0,6,2,7907,125
Zulia,Blvno Guajira,Alta Guajira,2138,606,8,0,1,1,2754,58
Zulia,Machiques De P,Rio Negro,2035,746,8,0,4,0,2793,57
Zulia,Machiques De P,Bartolome De Las Casas,3468,3437,19,0,3,0,6927,116
Zulia,Machiques De P,Libertad,19148,15726,132,2,20,12,35040,621
Zulia,Machiques De P,San Jose De Perija,4055,4801,24,1,3,1,8885,102
Zulia,Sucre,Gibraltar,3604,1657,8,0,2,1,5272,103
Zulia,Sucre,Bobures,2051,1116,3,2,0,1,3173,66
Zulia,Sucre,Romulo Gallegos,6809,4564,46,3,6,2,11430,246
Zulia,La Ca#Ada De U.,El Carmelo,2668,2495,6,0,1,0,5170,34
Zulia,La Ca#Ada De U.,Concepcion,8164,9313,32,3,3,0,17515,168
Zulia,Lagunillas,Eleazar Lopez C,1130,615,3,0,0,1,1749,42
Zulia,Lagunillas,Venezuela,8438,10096,67,6,9,7,18623,334
Zulia,Lagunillas,Libertad,9757,10122,90,6,8,3,19986,381
Zulia,Catatumbo,Encontrados,4930,4125,21,1,3,0,9080,116
Zulia,Catatumbo,Udon Perez,3004,2890,17,2,1,1,5915,81
Zulia,Rosario De Perija,Sixto Zambrano,2771,2004,4,0,0,0,4779,60
Zulia,Rosario De Perija,El Rosario,17849,15602,86,4,17,7,33565,572
Zulia,Cabimas,Ambrosio,13813,15711,126,12,15,6,29683,391
Zulia,Cabimas,La Rosa,10086,8804,71,8,5,3,18977,310
Zulia,Cabimas,Punta Gorda,3617,1785,25,3,0,1,5431,82
Zulia,Cabimas,Jorge Hernandez,16041,8854,75,8,13,5,24996,486
Zulia,Cabimas,German Rios Linares,14281,8131,75,9,9,4,22509,376
Zulia,Cabimas,San Benito,8000,4322,50,6,7,2,12387,215
Zulia,Cabimas,Romulo Betancourt,9041,4693,52,4,4,3,13797,196
Zulia,Cabimas,Carmen Herrera,8959,11222,62,7,9,3,20262,300
Zulia,Valmore Rodriguez,La Victoria,7847,7538,74,4,11,4,15478,352
Zulia,Valmore Rodriguez,Rafael Urdaneta,3061,2803,32,2,2,1,5901,158
Zulia,Jesus E Lossada,Jose Ramon Yepez,5838,3257,13,0,5,0,9113,165
Zulia,Jesus E Lossada,San Jose,4371,1988,14,1,4,1,6379,90
Zulia,Jesus E Lossada,Mariano Parra Leon,2179,1436,4,0,1,0,3620,60
Zulia,Jesus E Lossada,La Concepcion,16645,12928,97,12,16,8,29706,625
Zulia,Almirante P,Isla De Toas,3899,1547,15,0,0,0,5461,43
Zulia,Almirante P,Monagas,1746,339,0,0,0,0,2085,30
Zulia,San Francisco,Francisco Ochoa,20282,20332,122,15,24,5,40780,582
Zulia,San Francisco,San Francisco,32456,33136,185,26,16,6,65825,774
Zulia,San Francisco,Los Cortijos,15084,6922,70,9,9,4,22098,394
Zulia,Jesus M Semprun,Bari,2409,508,14,0,0,2,2933,39
Zulia,Jesus M Semprun,Jesus M Semprun,6045,3188,40,1,2,0,9276,150
Zulia,Francisco J Pulg,Simon Rodriguez,4392,3524,15,1,3,1,7936,203
Zulia,Simon Bolivar,Rafael Maria Baralt,5675,3482,23,4,8,5,9197,195
Zulia,Simon Bolivar,Manuel Manrique,6828,7346,51,4,3,5,14237,287
Amazonas,Atures,Parhuena,2236,1900,23,0,2,1,4162,154
Amazonas,Atures,Platanillal,2930,2175,35,0,2,1,5143,229
Amazonas,Atabapo,San Fernando De Ataba,1390,1858,41,6,1,3,3299,100
Amazonas,Atabapo,Ucata,291,218,5,0,1,0,515,16
Amazonas,Atabapo,Yapacana,110,266,9,0,0,0,385,22
Amazonas,Atabapo,Caname,76,63,0,0,0,0,139,5
Amazonas,Maroa,Comunidad,94,34,0,0,0,0,128,1
Amazonas,Maroa,Victorino,202,101,1,0,0,0,304,4
Amazonas,Maroa,Maroa,700,455,10,1,0,0,1166,19
Amazonas,Rio Negro,San Carlos De Rio Neg,463,610,20,0,0,0,1093,33
Amazonas,Rio Negro,Solano,95,126,11,0,0,1,233,14
Amazonas,Rio Negro,Cocuy,24,61,1,0,0,0,86,1
Amazonas,Rio Negro,Casiquiare,46,78,0,0,0,0,124,1
Amazonas,Autana,Isla De Raton,589,838,14,0,1,1,1443,35
Amazonas,Autana,Munduapo,249,448,10,0,0,0,707,13
Amazonas,Manapiare,San Juan De Manapiare,1346,481,13,0,1,1,1842,46
Amazonas,Manapiare,Alto Ventuari,714,106,8,0,0,1,829,22
Amazonas,Manapiare,Bajo Ventuari,175,274,11,0,0,0,460,16
Amazonas,Alto Orinoco,Huachamacare,281,168,9,0,1,0,459,2
Amazonas,Alto Orinoco,La Esmeralda,474,233,13,0,0,0,720,15
Amazonas,Alto Orinoco,Sierra Parima,220,25,1,0,0,0,246,3
Amazonas,Alto Orinoco,Marawaka,344,348,8,0,0,0,700,55
Delta Amac,Tucupita,San Jose,2174,2643,46,4,0,2,4869,113
Delta Amac,Tucupita,San Rafael,4275,2342,59,3,4,7,6690,216
Delta Amac,Tucupita,Virgen Del Valle,2603,1182,30,0,1,3,3819,102
Delta Amac,Tucupita,Leonardo Ruiz Pineda,3547,2768,73,2,7,1,6398,202
Delta Amac,Tucupita,Jose Vidal Marcano,4608,3862,87,3,4,3,8567,207
Delta Amac,Tucupita,Mons. Argimiro Garcia,4566,3961,80,1,6,2,8616,243
Delta Amac,Tucupita,Mcl.Antonio J De Sucre,3062,2071,56,6,2,7,5204,186
Delta Amac,Pedernales,Luis B Prieto Figuero,1805,460,13,1,1,0,2280,33
Delta Amac,Pedernales,Pedernales,2306,679,8,1,0,0,2994,51
Delta Amac,Antonio Diaz,Curiapo,2723,669,12,0,2,1,3407,39
Delta Amac,Antonio Diaz,Manuel Renaud,2630,366,9,2,3,3,3013,20
Delta Amac,Antonio Diaz,Santos De Abelgas,726,121,2,0,0,0,849,10
Delta Amac,Antonio Diaz,Padre Barral,2642,281,2,0,4,1,2930,29
Delta Amac,Antonio Diaz,Aniceto Lugo,639,71,7,0,1,0,718,4
Delta Amac,Casacoima,Romulo Gallegos,915,447,11,1,2,1,1377,23
Delta Amac,Casacoima,Imataca,2143,645,20,0,9,2,2819,82
Delta Amac,Casacoima,5 De Julio,1031,159,10,1,1,1,1203,36
Delta Amac,Casacoima,Manuel Piar,6303,1905,50,1,6,2,8267,217
Vargas,Vargas,Caruao,2587,1129,16,3,5,2,3742,87
Vargas,Vargas,Caraballeda,11200,11666,95,14,9,5,22989,415
Vargas,Vargas,Catia La Mar,33003,17297,252,38,34,13,50637,984
Vargas,Vargas,La Guaira,8338,5688,89,10,7,3,14135,402
Vargas,Vargas,Maiquetia,13985,8925,106,24,13,8,23061,472
Vargas,Vargas,Naiguata,7481,3362,47,8,5,3,10906,209
Vargas,Vargas,Macuto,5419,6056,51,9,3,2,11540,163
Vargas,Vargas,El Junko,3113,2275,32,3,10,4,5437,151
Vargas,Vargas,Urimare,11779,8302,95,12,13,15,20216,342
Anzoategui,Independencia,Soledad,9416,4297,81,6,9,3,13812,339
Anzoategui,Libertad,El Carito,614,555,7,0,0,0,1176,17
Anzoategui,Libertad,Santa Ines,1052,647,7,0,1,0,1707,25
Anzoategui,Monagas,Piar,543,364,1,0,0,0,908,16
Anzoategui,Monagas,Santa Clara,1279,536,9,0,4,0,1828,51
Anzoategui,Monagas,Uverito,805,624,11,2,0,0,1442,48
Anzoategui,Pe#Alver,San Miguel,1190,840,14,0,0,0,2044,56
Anzoategui,Guanipa,San Jose De Guanipa,23197,18110,309,17,14,6,41653,812
Anzoategui,L/Diego Bautista,Lecherias,3934,18380,44,12,1,3,22374,167
Anzoategui,S Juan Capistrano,Boca Uchire,2618,2032,30,1,3,3,4687,108
Apure,Mu#Oz,Quintero,571,293,2,0,0,0,866,7
Apure,San Fernando,El Recreo,10343,3681,89,6,6,1,14126,262
Aragua,Jose Felix Rivas,Las Guacamayas,2507,1121,17,1,1,2,3649,101
Aragua,Urdaneta,Barbacoas,4826,2048,32,4,4,0,6914,231
Aragua,Santos Michelena,Tiara,1800,451,9,1,1,0,2262,102
Aragua,Mario B Iragorry,El Limon,9721,14678,77,23,21,5,24525,374
Aragua,Mario B Iragorry,Ca A De Azucar,21992,18617,164,30,27,10,40840,640
Aragua,Camatagua,Camatagua,4697,1980,47,1,3,1,6729,131
Aragua,Francisco Linares,Francisco De Miranda,9291,4818,67,12,7,6,14201,332
Aragua,Ocumare D L Costa,Ocumare De La Costa,4057,2432,26,2,2,2,6521,140
Barinas,Arismendi,San Antonio,1405,719,13,2,0,0,2139,46
Barinas,Barinas,Manuel P Fajardo,2618,1784,13,0,5,0,4420,128
Barinas,Barinas,Ramon I Mendez,18423,11149,167,5,17,7,29768,797
Barinas,Ezequiel Zamora,Santa Barbara,10598,9341,101,1,16,3,20060,439
Barinas,Alberto Arvelo T,Rodriguez Dominguez,3875,800,22,0,4,1,4702,73
Barinas,Cruz Paredes,Barrancas,8659,2916,67,1,4,2,11649,229
Bolivar,Caroni,Yocoima,4392,1583,49,2,7,5,6038,129
Bolivar,Caroni,Pozo Verde,6072,1750,50,3,11,8,7894,216
Bolivar,Cede#O,Pijiguaos,3128,935,18,1,4,2,4088,104
Bolivar,Heres,Catedral,17312,20937,265,21,10,8,38553,812
Bolivar,Heres,Orinoco,784,292,6,1,1,1,1085,21
Bolivar,Heres,Panapana,1113,294,9,2,2,2,1422,56
Bolivar,Roscio,Guasipati,5513,6066,75,2,7,2,11665,320
Bolivar,Sucre,Guarataro,3109,840,20,4,3,1,3977,79
Bolivar,Sifontes,Dalla Costa,2280,949,29,0,2,6,3266,59
Carabobo,Bejuma,Canoabo,2290,1796,11,4,5,2,4108,71
Carabobo,Carlos Arvelo,Belen,5537,1874,29,2,6,1,7449,123
Carabobo,Carlos Arvelo,Tacarigua,21941,8355,175,15,24,14,30524,693
Carabobo,Guacara,Guacara,42655,28248,410,39,43,18,71413,1286
Carabobo,Guacara,Ciudad Alianza,2640,9430,24,4,2,1,12101,99
Carabobo,Juan Jose Mora,Urama,3745,1036,14,1,3,3,4802,81
Carabobo,San Joaquin,San Joaquin,18061,12860,151,23,18,9,31122,575
Carabobo,Valencia,Catedral,1275,1776,17,1,4,1,3074,45
Carabobo,Valencia,El Socorro,1240,2639,20,2,2,1,3904,64
Carabobo,Valencia,Rafael Urdaneta,52795,46677,533,37,48,27,100117,1567
Carabobo,Miranda,Miranda,9829,5011,64,5,5,2,14916,272
Cojedes,Girardot,El Baul,3910,1896,34,4,3,1,5848,132
Cojedes,Ezequiel Zamora,Juan Angel Bravo,637,256,6,0,0,0,899,14
Cojedes,Romulo Gallegos,Romulo Gallegos,7418,3304,92,1,6,2,10823,278
Falcon,Bolivar,La Pena,949,275,6,1,1,0,1232,29
Falcon,Colina,Las Calderas,1586,1592,23,2,1,1,3205,40
Falcon,Democracia,Purureche,655,263,5,0,0,0,923,11
Falcon,Federacion,Independencia,366,185,5,0,1,0,557,9
Falcon,Miranda,San Gabriel,13116,17815,170,12,9,9,31131,599
Falcon,Miranda,Santa Ana,6609,6907,91,5,8,3,13623,303
Falcon,Miranda,Sabaneta,1714,804,9,1,2,0,2530,53
Falcon,Miranda,Rio Seco,1244,406,11,0,1,2,1664,37
Falcon,Silva,Boca De Aroa,2163,1184,16,0,3,2,3368,135
Falcon,Zamora,La Cienaga,509,405,2,0,0,0,916,16
Falcon,Union,Sta.Cruz De Bucaral,2597,1760,23,0,3,1,4384,83
Falcon,Union,Las Vegas Del Tuy,1225,324,6,0,1,0,1556,33
Falcon,Jacura,Araurima,1274,629,10,1,0,0,1914,38
Falcon,Sucre,Sucre,2328,901,16,0,2,1,3248,38
Guarico,Mellado,Sosa,598,348,3,0,0,0,949,13
Guarico,Monagas,Libertad De Orituco,375,104,1,0,0,0,480,11
Guarico,Ribas,San Rafael De Laya,1352,519,4,0,0,1,1876,30
Guarico,Ortiz,San Jose De Tiznados,1702,616,9,1,1,0,2329,55
Lara,Iribarren,Aguedo F. Alvarado,6967,4274,81,3,18,5,11348,225
Lara,Jimenez,Paraiso De San Jose,759,110,1,0,1,1,872,15
Lara,Jimenez,Tintorero,4454,1990,41,7,8,3,6503,157
Lara,Moran,Moran,1539,530,13,2,5,0,2089,62
Lara,Moran,Humocaro Bajo,3893,2297,31,1,16,5,6243,166
Lara,Palavecino,Jose G. Bastidas,15268,28906,164,17,27,7,44389,601
Lara,Torres,Castaneda,1350,713,17,7,1,2,2090,33
Lara,Torres,Chiquinquira,1727,1203,10,1,2,0,2943,45
Lara,Torres,El Blanco,2507,1914,24,0,3,4,4452,69
Lara,Torres,Heriberto Arroyo,154,59,0,0,0,2,215,2
Merida,Arzobispo Chacon,Guaimaral,206,252,1,0,0,0,459,2
Merida,Arzobispo Chacon,El Molino,486,494,3,0,0,0,983,21
Merida,Campo Elias,San Jose,329,316,1,0,0,0,646,12
Merida,Justo Brice#O,Torondoy,1840,1012,10,1,2,0,2865,49
Merida,Libertador,El Llano,2315,7030,30,5,4,1,9385,113
Merida,Libertador,Lasso De La Vega,2438,4780,22,5,2,1,7248,116
Merida,Libertador,Osuna Rodriguez,4720,5301,30,1,6,2,10060,188
Merida,Libertador,Caracciolo Parra P,2002,7388,17,7,4,2,9420,101
Merida,Miranda,Andres Eloy Blanco,554,643,10,1,1,0,1209,33
Merida,Antonio Pinto S.,Mesa Bolivar,1665,1119,10,1,0,0,2795,64
Merida,Ob. Ramos De Lora,Eloy Paredes,2522,1618,24,1,2,0,4167,49
Merida,Pueblo Llano,Pueblo Llano,3017,2817,13,0,1,1,5849,113
Merida,Sucre,Lagunillas,6364,4824,51,5,3,4,11251,225
Merida,Sucre,San Juan,3671,2619,31,1,2,0,6324,146
Merida,Tulio F Cordero,Independencia,3163,1145,19,0,2,0,4329,108
Miranda,Guaicaipuro,Cecilio Acosta,4585,4587,36,6,6,1,9221,153
Miranda,Paez,El Guapo,3139,1023,14,2,3,0,4181,80
Miranda,Sucre,Filas De Mariches,12149,4463,75,4,14,9,16714,360
Miranda,Zamora,Guatire,45641,41049,321,73,41,11,87136,1816
Miranda,Andres Bello,San Jose De Barlovento,7793,3510,41,4,6,4,11358,293
Miranda,Baruta,El Cafetal,2514,30514,37,17,4,6,33092,172
Miranda,Pedro Gual,Machurucuto,380,343,3,0,0,0,726,15
Monagas,Caripe,El Guacharo,1542,1046,8,1,1,1,2599,39
Monagas,Maturin,Las Cocuizas,26171,18542,311,21,25,7,45077,909
Nva.Esparta,Gomez,Bolivar,799,649,11,0,1,0,1460,14
Nva.Esparta,Maneiro,Aguirre,3751,11331,37,3,1,1,15124,148
Nva.Esparta,Mari#O,Porlamar,27163,28728,249,17,18,9,56184,1126
Portuguesa,Guanare,Guanare,54177,29340,546,26,61,40,84190,2081
Portuguesa,Guanarito,Divina Pastora,2204,787,25,0,1,3,3020,108
Portuguesa,Ospino,Ospino,10100,4301,104,5,13,6,14529,320
Portuguesa,Paez,Pimpinela,2645,281,13,1,5,3,2948,61
Portuguesa,Turen,Canelones,3942,702,26,0,5,1,4676,97
Portuguesa,M.Jose V De Unda,Chabasquen,7405,2580,113,2,6,4,10110,263
Portuguesa,Agua Blanca,Agua Blanca,9578,2267,53,5,11,6,11920,285
Portuguesa,Papelon,Papelon,2195,1652,22,1,3,2,3875,86
Portuguesa,S Rafael De Onoto,Thermo Morles,975,283,12,0,0,0,1270,26
Sucre,Bermudez,Santa Catalina,20470,13733,168,15,27,7,34420,554
Sucre,Cajigal,Yaguaraparo,4255,1706,17,1,0,1,5980,117
Sucre,Mari#O,Campo Claro,1398,703,4,1,1,0,2107,61
Sucre,Mari#O,Soro,668,301,3,0,0,0,972,12
Sucre,Montes,San Lorenzo,1861,1248,12,0,1,2,3124,58
Sucre,Ribero,Santa Maria,2315,884,17,2,3,1,3222,58
Sucre,Sucre,Valentin Valiente,14421,16119,134,11,9,10,30704,500
Sucre,Valdez,Guiria,10639,3822,47,5,7,2,14522,277
Sucre,Valdez,Cristobal Colon,692,116,4,0,0,0,812,15
Sucre,Libertador,Campo Elias,546,152,3,0,0,0,701,10
Tachira,Bolivar,Palotal,1518,1823,15,0,1,1,3358,68
Tachira,Guasimos,Palmira,9638,14185,71,13,10,8,23925,616
Tachira,Pedro Maria Ure#A,Nueva Arcadia,2192,2621,32,1,1,0,4847,107
Tachira,Seboruco,Seboruco,3011,3049,16,1,1,0,6078,137
Tachira,Fco De Miranda,San Jose De Bolivar,1218,2086,10,0,2,0,3316,42
Tachira,Torbes,San Josecito,11274,10308,83,10,10,5,21690,703
Trujillo,Rafael Rangel,Betijoque,1593,1534,9,0,0,1,3137,72
Trujillo,Rafael Rangel,El Cedro,1563,1039,11,2,0,0,2615,68
Trujillo,Bocono,Mosquey,2262,620,23,1,1,0,2907,41
Trujillo,Bocono,El Carmen,9329,5566,101,7,10,4,15017,325
Trujillo,Bocono,Burbusay,1945,480,11,0,0,0,2436,44
Trujillo,Bocono,Ayacucho,1312,335,4,1,3,0,1655,25
Trujillo,Carache,La Concepcion,2523,516,7,1,2,1,3050,36
Trujillo,Urdaneta,La Quebrada,2366,1691,10,1,2,1,4071,103
Trujillo,Urdaneta,Santiago,1933,551,8,1,1,0,2494,29
Trujillo,Valera,La Beatriz,3278,3963,24,3,3,1,7272,92
Trujillo,Valera,San Luis,5491,2929,46,4,6,1,8477,206
